cfid,spotdate,nvol
AUD_20Y_15Y_N50,2017-01-16,59.89
AUD_20Y_15Y_N50,2017-01-17,59.44
AUD_20Y_15Y_N50,2017-01-18,59.38
AUD_20Y_15Y_N50,2017-01-19,59.85
AUD_20Y_15Y_N50,2017-01-20,77.85
AUD_20Y_15Y_P100,2017-01-03,71.63
AUD_20Y_15Y_P100,2017-01-04,67.81
AUD_20Y_15Y_P100,2017-01-05,66.45
AUD_20Y_15Y_P100,2017-01-06,53.65
AUD_20Y_15Y_P100,2017-01-09,66.43
AUD_20Y_15Y_P100,2017-01-10,66.84
AUD_20Y_15Y_P100,2017-01-11,66.42
AUD_20Y_15Y_P100,2017-01-12,67.43
AUD_20Y_15Y_P100,2017-01-13,63.05
AUD_20Y_15Y_P100,2017-01-16,67.13
AUD_20Y_15Y_P100,2017-01-17,66.75
AUD_20Y_15Y_P100,2017-01-18,66.39
AUD_20Y_15Y_P100,2017-01-19,66.65
AUD_20Y_15Y_P100,2017-01-20,60.33
AUD_20Y_15Y_P150,2017-01-03,76.19
AUD_20Y_15Y_P150,2017-01-04,69.91
AUD_20Y_15Y_P150,2017-01-05,68.48
AUD_20Y_15Y_P150,2017-01-06,63.12
AUD_20Y_15Y_P150,2017-01-09,68.48
AUD_20Y_15Y_P150,2017-01-10,68.97
AUD_20Y_15Y_P150,2017-01-11,68.47
AUD_20Y_15Y_P150,2017-01-12,69.52
AUD_20Y_15Y_P150,2017-01-13,76.15
AUD_20Y_15Y_P150,2017-01-16,69.26
AUD_20Y_15Y_P150,2017-01-17,68.9
AUD_20Y_15Y_P150,2017-01-18,68.44
AUD_20Y_15Y_P150,2017-01-19,68.65
AUD_20Y_15Y_P150,2017-01-20,71.35
AUD_20Y_15Y_P25,2017-01-03,64.77
AUD_20Y_15Y_P25,2017-01-04,64.42
AUD_20Y_15Y_P25,2017-01-05,63.17
AUD_20Y_15Y_P25,2017-01-06,53.06
AUD_20Y_15Y_P25,2017-01-09,63.13
AUD_20Y_15Y_P25,2017-01-10,63.4
AUD_20Y_15Y_P25,2017-01-11,63.12
AUD_20Y_15Y_P25,2017-01-12,64.04
AUD_20Y_15Y_P25,2017-01-13,55.99
AUD_20Y_15Y_P25,2017-01-16,63.69
AUD_20Y_15Y_P25,2017-01-17,63.28
AUD_20Y_15Y_P25,2017-01-18,63.07
AUD_20Y_15Y_P25,2017-01-19,63.43
AUD_20Y_15Y_P25,2017-01-20,57.25
AUD_20Y_15Y_P50,2017-01-03,67.05
AUD_20Y_15Y_P50,2017-01-04,65.58
AUD_20Y_15Y_P50,2017-01-05,64.29
AUD_20Y_15Y_P50,2017-01-06,49.79
AUD_20Y_15Y_P50,2017-01-09,64.26
AUD_20Y_15Y_P50,2017-01-10,64.58
AUD_20Y_15Y_P50,2017-01-11,64.25
AUD_20Y_15Y_P50,2017-01-12,65.21
AUD_20Y_15Y_P50,2017-01-13,54.26
AUD_20Y_15Y_P50,2017-01-16,64.87
AUD_20Y_15Y_P50,2017-01-17,64.47
AUD_20Y_15Y_P50,2017-01-18,64.21
AUD_20Y_15Y_P50,2017-01-19,64.53
AUD_20Y_15Y_P50,2017-01-20,54.58
AUD_20Y_1Y_AM,2017-01-03,76.45
AUD_20Y_1Y_AM,2017-01-04,75.36
AUD_20Y_1Y_AM,2017-01-05,78.02
AUD_20Y_1Y_AM,2017-01-06,77.78
AUD_20Y_1Y_AM,2017-01-09,78.0
AUD_20Y_1Y_AM,2017-01-10,77.43
AUD_20Y_1Y_AM,2017-01-11,76.9
AUD_20Y_1Y_AM,2017-01-12,77.25
AUD_20Y_1Y_AM,2017-01-13,78.0
AUD_20Y_1Y_AM,2017-01-16,78.1
AUD_20Y_1Y_AM,2017-01-17,78.26
AUD_20Y_1Y_AM,2017-01-18,77.34
AUD_20Y_1Y_AM,2017-01-19,75.68
AUD_20Y_1Y_AM,2017-01-20,77.77
AUD_20Y_1Y_N100,2017-01-03,64.64
AUD_20Y_1Y_N100,2017-01-04,69.42
AUD_20Y_1Y_N100,2017-01-05,71.88
AUD_20Y_1Y_N100,2017-01-06,100.1
AUD_20Y_1Y_N100,2017-01-09,63.25
AUD_20Y_1Y_N100,2017-01-10,67.13
AUD_20Y_1Y_N100,2017-01-11,70.81
AUD_20Y_1Y_N100,2017-01-12,70.95
AUD_20Y_1Y_N100,2017-01-13,107.3
AUD_20Y_1Y_N100,2017-01-16,71.8
AUD_20Y_1Y_N100,2017-01-17,68.77
AUD_20Y_1Y_N100,2017-01-18,71.25
AUD_20Y_1Y_N100,2017-01-19,69.74
AUD_20Y_1Y_N100,2017-01-20,103.88
AUD_20Y_1Y_N150,2017-01-03,58.81
AUD_20Y_1Y_N150,2017-01-04,66.0
AUD_20Y_1Y_N150,2017-01-05,68.36
AUD_20Y_1Y_N150,2017-01-06,106.48
AUD_20Y_1Y_N150,2017-01-09,55.72
AUD_20Y_1Y_N150,2017-01-10,61.91
AUD_20Y_1Y_N150,2017-01-11,67.31
AUD_20Y_1Y_N150,2017-01-12,67.32
AUD_20Y_1Y_N150,2017-01-13,113.97
AUD_20Y_1Y_N150,2017-01-16,68.2
AUD_20Y_1Y_N150,2017-01-17,63.86
AUD_20Y_1Y_N150,2017-01-18,67.75
AUD_20Y_1Y_N150,2017-01-19,66.33
AUD_20Y_1Y_N150,2017-01-20,111.62
AUD_20Y_1Y_N25,2017-01-03,73.51
AUD_20Y_1Y_N25,2017-01-04,73.96
AUD_20Y_1Y_N25,2017-01-05,76.58
AUD_20Y_1Y_N25,2017-01-06,83.9
AUD_20Y_1Y_N25,2017-01-09,74.39
AUD_20Y_1Y_N25,2017-01-10,74.88
AUD_20Y_1Y_N25,2017-01-11,75.47
AUD_20Y_1Y_N25,2017-01-12,75.77
AUD_20Y_1Y_N25,2017-01-13,86.84
AUD_20Y_1Y_N25,2017-01-16,76.62
AUD_20Y_1Y_N25,2017-01-17,75.93
AUD_20Y_1Y_N25,2017-01-18,75.9
AUD_20Y_1Y_N25,2017-01-19,74.28
AUD_20Y_1Y_N25,2017-01-20,85.01
AUD_20Y_1Y_N50,2017-01-03,70.56
AUD_20Y_1Y_N50,2017-01-04,72.51
AUD_20Y_1Y_N50,2017-01-05,75.08
AUD_20Y_1Y_N50,2017-01-06,89.94
AUD_20Y_1Y_N50,2017-01-09,70.72
AUD_20Y_1Y_N50,2017-01-10,72.31
AUD_20Y_1Y_N50,2017-01-11,73.98
AUD_20Y_1Y_N50,2017-01-12,74.24
AUD_20Y_1Y_N50,2017-01-13,94.91
AUD_20Y_1Y_N50,2017-01-16,75.08
AUD_20Y_1Y_N50,2017-01-17,73.56
AUD_20Y_1Y_N50,2017-01-18,74.42
AUD_20Y_1Y_N50,2017-01-19,72.83
AUD_20Y_1Y_N50,2017-01-20,92.06
AUD_20Y_1Y_P100,2017-01-03,87.98
AUD_20Y_1Y_P100,2017-01-04,80.52
AUD_20Y_1Y_P100,2017-01-05,83.35
AUD_20Y_1Y_P100,2017-01-06,73.07
AUD_20Y_1Y_P100,2017-01-09,91.86
AUD_20Y_1Y_P100,2017-01-10,87.43
AUD_20Y_1Y_P100,2017-01-11,82.18
AUD_20Y_1Y_P100,2017-01-12,82.69
AUD_20Y_1Y_P100,2017-01-13,70.92
AUD_20Y_1Y_P100,2017-01-16,83.58
AUD_20Y_1Y_P100,2017-01-17,87.4
AUD_20Y_1Y_P100,2017-01-18,82.62
AUD_20Y_1Y_P100,2017-01-19,80.82
AUD_20Y_1Y_P100,2017-01-20,72.31
AUD_20Y_1Y_P150,2017-01-03,93.58
AUD_20Y_1Y_P150,2017-01-04,82.89
AUD_20Y_1Y_P150,2017-01-05,85.79
AUD_20Y_1Y_P150,2017-01-06,82.89
AUD_20Y_1Y_P150,2017-01-09,98.48
AUD_20Y_1Y_P150,2017-01-10,92.3
AUD_20Y_1Y_P150,2017-01-11,84.61
AUD_20Y_1Y_P150,2017-01-12,85.18
AUD_20Y_1Y_P150,2017-01-13,83.92
AUD_20Y_1Y_P150,2017-01-16,86.1
AUD_20Y_1Y_P150,2017-01-17,91.83
AUD_20Y_1Y_P150,2017-01-18,85.04
AUD_20Y_1Y_P150,2017-01-19,83.18
AUD_20Y_1Y_P150,2017-01-20,83.28
AUD_20Y_1Y_P25,2017-01-03,79.37
AUD_20Y_1Y_P25,2017-01-04,76.72
AUD_20Y_1Y_P25,2017-01-05,79.42
AUD_20Y_1Y_P25,2017-01-06,72.56
AUD_20Y_1Y_P25,2017-01-09,81.55
AUD_20Y_1Y_P25,2017-01-10,79.96
AUD_20Y_1Y_P25,2017-01-11,78.29
AUD_20Y_1Y_P25,2017-01-12,78.68
AUD_20Y_1Y_P25,2017-01-13,69.79
AUD_20Y_1Y_P25,2017-01-16,79.53
AUD_20Y_1Y_P25,2017-01-17,80.58
AUD_20Y_1Y_P25,2017-01-18,78.72
AUD_20Y_1Y_P25,2017-01-19,77.03
AUD_20Y_1Y_P25,2017-01-20,71.51
AUD_20Y_1Y_P50,2017-01-03,82.27
AUD_20Y_1Y_P50,2017-01-04,78.02
AUD_20Y_1Y_P50,2017-01-05,80.77
AUD_20Y_1Y_P50,2017-01-06,69.71
AUD_20Y_1Y_P50,2017-01-09,85.04
AUD_20Y_1Y_P50,2017-01-10,82.47
AUD_20Y_1Y_P50,2017-01-11,79.62
AUD_20Y_1Y_P50,2017-01-12,80.06
AUD_20Y_1Y_P50,2017-01-13,65.29
AUD_20Y_1Y_P50,2017-01-16,80.92
AUD_20Y_1Y_P50,2017-01-17,82.87
AUD_20Y_1Y_P50,2017-01-18,80.06
AUD_20Y_1Y_P50,2017-01-19,78.33
AUD_20Y_1Y_P50,2017-01-20,68.15
AUD_20Y_20Y_AM,2017-01-03,57.45
AUD_20Y_20Y_AM,2017-01-04,58.14
AUD_20Y_20Y_AM,2017-01-05,57.4
AUD_20Y_20Y_AM,2017-01-06,54.82
AUD_20Y_20Y_AM,2017-01-09,57.07
AUD_20Y_20Y_AM,2017-01-10,57.34
AUD_20Y_20Y_AM,2017-01-11,57.06
AUD_20Y_20Y_AM,2017-01-12,57.33
AUD_20Y_20Y_AM,2017-01-13,57.81
AUD_20Y_20Y_AM,2017-01-16,57.22
AUD_20Y_20Y_AM,2017-01-17,56.96
AUD_20Y_20Y_AM,2017-01-18,57.04
AUD_20Y_20Y_AM,2017-01-19,57.29
AUD_20Y_20Y_AM,2017-01-20,58.57
AUD_20Y_20Y_N100,2017-01-03,52.66
AUD_20Y_20Y_N100,2017-01-04,53.27
AUD_20Y_20Y_N100,2017-01-05,52.62
AUD_20Y_20Y_N100,2017-01-06,79.1
AUD_20Y_20Y_N100,2017-01-09,52.22
AUD_20Y_20Y_N100,2017-01-10,52.37
AUD_20Y_20Y_N100,2017-01-11,52.27
AUD_20Y_20Y_N100,2017-01-12,52.45
AUD_20Y_20Y_N100,2017-01-13,88.23
AUD_20Y_20Y_N100,2017-01-16,52.28
AUD_20Y_20Y_N100,2017-01-17,51.95
AUD_20Y_20Y_N100,2017-01-18,52.09
AUD_20Y_20Y_N100,2017-01-19,52.63
AUD_20Y_20Y_N100,2017-01-20,86.05
AUD_20Y_20Y_N150,2017-01-03,49.91
AUD_20Y_20Y_N150,2017-01-04,50.47
AUD_20Y_20Y_N150,2017-01-05,49.84
AUD_20Y_20Y_N150,2017-01-06,86.0
AUD_20Y_20Y_N150,2017-01-09,49.41
AUD_20Y_20Y_N150,2017-01-10,49.49
AUD_20Y_20Y_N150,2017-01-11,49.49
AUD_20Y_20Y_N150,2017-01-12,49.61
AUD_20Y_20Y_N150,2017-01-13,96.77
AUD_20Y_20Y_N150,2017-01-16,49.42
AUD_20Y_20Y_N150,2017-01-17,49.05
AUD_20Y_20Y_N150,2017-01-18,49.23
AUD_20Y_20Y_N150,2017-01-19,49.93
AUD_20Y_20Y_N150,2017-01-20,94.6
AUD_20Y_20Y_N25,2017-01-03,56.32
AUD_20Y_20Y_N25,2017-01-04,57.0
AUD_20Y_20Y_N25,2017-01-05,56.28
AUD_20Y_20Y_N25,2017-01-06,61.81
AUD_20Y_20Y_N25,2017-01-09,55.93
AUD_20Y_20Y_N25,2017-01-10,56.17
AUD_20Y_20Y_N25,2017-01-11,55.94
AUD_20Y_20Y_N25,2017-01-12,56.19
AUD_20Y_20Y_N25,2017-01-13,66.22
AUD_20Y_20Y_N25,2017-01-16,56.06
AUD_20Y_20Y_N25,2017-01-17,55.78
AUD_20Y_20Y_N25,2017-01-18,55.88
AUD_20Y_20Y_N25,2017-01-19,56.19
AUD_20Y_20Y_N25,2017-01-20,66.18
AUD_20Y_20Y_N50,2017-01-03,55.15
AUD_20Y_20Y_N50,2017-01-04,55.81
AUD_20Y_20Y_N50,2017-01-05,55.11
AUD_20Y_20Y_N50,2017-01-06,68.37
AUD_20Y_20Y_N50,2017-01-09,54.75
AUD_20Y_20Y_N50,2017-01-10,54.96
AUD_20Y_20Y_N50,2017-01-11,54.77
AUD_20Y_20Y_N50,2017-01-12,55.0
AUD_20Y_20Y_N50,2017-01-13,74.54
AUD_20Y_20Y_N50,2017-01-16,54.85
AUD_20Y_20Y_N50,2017-01-17,54.56
AUD_20Y_20Y_N50,2017-01-18,54.67
AUD_20Y_20Y_N50,2017-01-19,55.06
AUD_20Y_20Y_N50,2017-01-20,73.58
AUD_20Y_20Y_P100,2017-01-03,61.6
AUD_20Y_20Y_P100,2017-01-04,62.37
AUD_20Y_20Y_P100,2017-01-05,61.51
AUD_20Y_20Y_P100,2017-01-06,49.71
AUD_20Y_20Y_P100,2017-01-09,61.25
AUD_20Y_20Y_P100,2017-01-10,61.63
AUD_20Y_20Y_P100,2017-01-11,61.18
AUD_20Y_20Y_P100,2017-01-12,61.51
AUD_20Y_20Y_P100,2017-01-13,63.09
AUD_20Y_20Y_P100,2017-01-16,61.49
AUD_20Y_20Y_P100,2017-01-17,61.27
AUD_20Y_20Y_P100,2017-01-18,61.31
AUD_20Y_20Y_P100,2017-01-19,61.3
AUD_20Y_20Y_P100,2017-01-20,57.0
AUD_20Y_20Y_P150,2017-01-03,63.51
AUD_20Y_20Y_P150,2017-01-04,64.32
AUD_20Y_20Y_P150,2017-01-05,63.39
AUD_20Y_20Y_P150,2017-01-06,59.39
AUD_20Y_20Y_P150,2017-01-09,63.16
AUD_20Y_20Y_P150,2017-01-10,63.6
AUD_20Y_20Y_P150,2017-01-11,63.06
AUD_20Y_20Y_P150,2017-01-12,63.42
AUD_20Y_20Y_P150,2017-01-13,77.05
AUD_20Y_20Y_P150,2017-01-16,63.44
AUD_20Y_20Y_P150,2017-01-17,63.24
AUD_20Y_20Y_P150,2017-01-18,63.26
AUD_20Y_20Y_P150,2017-01-19,63.13
AUD_20Y_20Y_P150,2017-01-20,68.37
AUD_20Y_20Y_P25,2017-01-03,58.53
AUD_20Y_20Y_P25,2017-01-04,59.25
AUD_20Y_20Y_P25,2017-01-05,58.48
AUD_20Y_20Y_P25,2017-01-06,48.45
AUD_20Y_20Y_P25,2017-01-09,58.17
AUD_20Y_20Y_P25,2017-01-10,58.46
AUD_20Y_20Y_P25,2017-01-11,58.14
AUD_20Y_20Y_P25,2017-01-12,58.43
AUD_20Y_20Y_P25,2017-01-13,51.95
AUD_20Y_20Y_P25,2017-01-16,58.34
AUD_20Y_20Y_P25,2017-01-17,58.09
AUD_20Y_20Y_P25,2017-01-18,58.16
AUD_20Y_20Y_P25,2017-01-19,58.34
AUD_20Y_20Y_P25,2017-01-20,52.29
AUD_20Y_20Y_P50,2017-01-03,59.59
AUD_20Y_20Y_P50,2017-01-04,60.32
AUD_20Y_20Y_P50,2017-01-05,59.52
AUD_20Y_20Y_P50,2017-01-06,45.15
AUD_20Y_20Y_P50,2017-01-09,59.23
AUD_20Y_20Y_P50,2017-01-10,59.55
AUD_20Y_20Y_P50,2017-01-11,59.18
AUD_20Y_20Y_P50,2017-01-12,59.49
AUD_20Y_20Y_P50,2017-01-13,52.08
AUD_20Y_20Y_P50,2017-01-16,59.42
AUD_20Y_20Y_P50,2017-01-17,59.18
AUD_20Y_20Y_P50,2017-01-18,59.24
AUD_20Y_20Y_P50,2017-01-19,59.36
AUD_20Y_20Y_P50,2017-01-20,50.11
AUD_20Y_2Y_AM,2017-01-03,76.32
AUD_20Y_2Y_AM,2017-01-04,75.5
AUD_20Y_2Y_AM,2017-01-05,77.56
AUD_20Y_2Y_AM,2017-01-06,77.49
AUD_20Y_2Y_AM,2017-01-09,77.71
AUD_20Y_2Y_AM,2017-01-10,77.3
AUD_20Y_2Y_AM,2017-01-11,76.77
AUD_20Y_2Y_AM,2017-01-12,77.14
AUD_20Y_2Y_AM,2017-01-13,78.09
AUD_20Y_2Y_AM,2017-01-16,78.19
AUD_20Y_2Y_AM,2017-01-17,77.85
AUD_20Y_2Y_AM,2017-01-18,76.9
AUD_20Y_2Y_AM,2017-01-19,76.06
AUD_20Y_2Y_AM,2017-01-20,77.44
AUD_20Y_2Y_N100,2017-01-03,64.52
AUD_20Y_2Y_N100,2017-01-04,69.55
AUD_20Y_2Y_N100,2017-01-05,71.45
AUD_20Y_2Y_N100,2017-01-06,99.65
AUD_20Y_2Y_N100,2017-01-09,62.99
AUD_20Y_2Y_N100,2017-01-10,66.99
AUD_20Y_2Y_N100,2017-01-11,70.68
AUD_20Y_2Y_N100,2017-01-12,70.84
AUD_20Y_2Y_N100,2017-01-13,107.45
AUD_20Y_2Y_N100,2017-01-16,71.9
AUD_20Y_2Y_N100,2017-01-17,68.35
AUD_20Y_2Y_N100,2017-01-18,70.81
AUD_20Y_2Y_N100,2017-01-19,70.13
AUD_20Y_2Y_N100,2017-01-20,72.89
AUD_20Y_2Y_N150,2017-01-03,58.68
AUD_20Y_2Y_N150,2017-01-04,66.14
AUD_20Y_2Y_N150,2017-01-05,67.94
AUD_20Y_2Y_N150,2017-01-06,105.95
AUD_20Y_2Y_N150,2017-01-09,55.47
AUD_20Y_2Y_N150,2017-01-10,61.77
AUD_20Y_2Y_N150,2017-01-11,67.18
AUD_20Y_2Y_N150,2017-01-12,67.2
AUD_20Y_2Y_N150,2017-01-13,114.14
AUD_20Y_2Y_N150,2017-01-16,68.3
AUD_20Y_2Y_N150,2017-01-17,63.45
AUD_20Y_2Y_N150,2017-01-18,67.31
AUD_20Y_2Y_N150,2017-01-19,66.72
AUD_20Y_2Y_N150,2017-01-20,70.86
AUD_20Y_2Y_N25,2017-01-03,73.38
AUD_20Y_2Y_N25,2017-01-04,74.1
AUD_20Y_2Y_N25,2017-01-05,76.12
AUD_20Y_2Y_N25,2017-01-06,83.57
AUD_20Y_2Y_N25,2017-01-09,74.11
AUD_20Y_2Y_N25,2017-01-10,74.74
AUD_20Y_2Y_N25,2017-01-11,75.34
AUD_20Y_2Y_N25,2017-01-12,75.66
AUD_20Y_2Y_N25,2017-01-13,86.94
AUD_20Y_2Y_N25,2017-01-16,76.71
AUD_20Y_2Y_N25,2017-01-17,75.51
AUD_20Y_2Y_N25,2017-01-18,75.47
AUD_20Y_2Y_N25,2017-01-19,74.67
AUD_20Y_2Y_N25,2017-01-20,76.21
AUD_20Y_2Y_N50,2017-01-03,70.43
AUD_20Y_2Y_N50,2017-01-04,72.65
AUD_20Y_2Y_N50,2017-01-05,74.63
AUD_20Y_2Y_N50,2017-01-06,89.58
AUD_20Y_2Y_N50,2017-01-09,70.45
AUD_20Y_2Y_N50,2017-01-10,72.18
AUD_20Y_2Y_N50,2017-01-11,73.85
AUD_20Y_2Y_N50,2017-01-12,74.12
AUD_20Y_2Y_N50,2017-01-13,95.03
AUD_20Y_2Y_N50,2017-01-16,75.17
AUD_20Y_2Y_N50,2017-01-17,73.15
AUD_20Y_2Y_N50,2017-01-18,73.98
AUD_20Y_2Y_N50,2017-01-19,73.22
AUD_20Y_2Y_N50,2017-01-20,75.05
AUD_20Y_2Y_P100,2017-01-03,87.84
AUD_20Y_2Y_P100,2017-01-04,80.66
AUD_20Y_2Y_P100,2017-01-05,82.86
AUD_20Y_2Y_P100,2017-01-06,72.69
AUD_20Y_2Y_P100,2017-01-09,91.56
AUD_20Y_2Y_P100,2017-01-10,87.3
AUD_20Y_2Y_P100,2017-01-11,82.05
AUD_20Y_2Y_P100,2017-01-12,82.58
AUD_20Y_2Y_P100,2017-01-13,70.99
AUD_20Y_2Y_P100,2017-01-16,83.67
AUD_20Y_2Y_P100,2017-01-17,86.98
AUD_20Y_2Y_P100,2017-01-18,82.18
AUD_20Y_2Y_P100,2017-01-19,81.21
AUD_20Y_2Y_P100,2017-01-20,83.05
AUD_20Y_2Y_P150,2017-01-03,93.43
AUD_20Y_2Y_P150,2017-01-04,83.03
AUD_20Y_2Y_P150,2017-01-05,85.29
AUD_20Y_2Y_P150,2017-01-06,82.43
AUD_20Y_2Y_P150,2017-01-09,98.16
AUD_20Y_2Y_P150,2017-01-10,92.17
AUD_20Y_2Y_P150,2017-01-11,84.48
AUD_20Y_2Y_P150,2017-01-12,85.07
AUD_20Y_2Y_P150,2017-01-13,84.0
AUD_20Y_2Y_P150,2017-01-16,86.2
AUD_20Y_2Y_P150,2017-01-17,91.42
AUD_20Y_2Y_P150,2017-01-18,84.6
AUD_20Y_2Y_P150,2017-01-19,83.57
AUD_20Y_2Y_P150,2017-01-20,86.23
AUD_20Y_2Y_P25,2017-01-03,79.24
AUD_20Y_2Y_P25,2017-01-04,76.85
AUD_20Y_2Y_P25,2017-01-05,78.95
AUD_20Y_2Y_P25,2017-01-06,72.28
AUD_20Y_2Y_P25,2017-01-09,81.26
AUD_20Y_2Y_P25,2017-01-10,79.83
AUD_20Y_2Y_P25,2017-01-11,78.16
AUD_20Y_2Y_P25,2017-01-12,78.57
AUD_20Y_2Y_P25,2017-01-13,69.86
AUD_20Y_2Y_P25,2017-01-16,79.63
AUD_20Y_2Y_P25,2017-01-17,80.17
AUD_20Y_2Y_P25,2017-01-18,78.28
AUD_20Y_2Y_P25,2017-01-19,77.41
AUD_20Y_2Y_P25,2017-01-20,78.74
AUD_20Y_2Y_P50,2017-01-03,82.13
AUD_20Y_2Y_P50,2017-01-04,78.16
AUD_20Y_2Y_P50,2017-01-05,80.29
AUD_20Y_2Y_P50,2017-01-06,69.41
AUD_20Y_2Y_P50,2017-01-09,84.74
AUD_20Y_2Y_P50,2017-01-10,82.34
AUD_20Y_2Y_P50,2017-01-11,79.5
AUD_20Y_2Y_P50,2017-01-12,79.95
AUD_20Y_2Y_P50,2017-01-13,65.35
AUD_20Y_2Y_P50,2017-01-16,81.01
AUD_20Y_2Y_P50,2017-01-17,82.46
AUD_20Y_2Y_P50,2017-01-18,79.62
AUD_20Y_2Y_P50,2017-01-19,78.72
AUD_20Y_2Y_P50,2017-01-20,80.11
AUD_20Y_3Y_AM,2017-01-03,76.37
AUD_20Y_3Y_AM,2017-01-04,75.47
AUD_20Y_3Y_AM,2017-01-05,76.94
AUD_20Y_3Y_AM,2017-01-06,77.07
AUD_20Y_3Y_AM,2017-01-09,77.3
AUD_20Y_3Y_AM,2017-01-10,77.01
AUD_20Y_3Y_AM,2017-01-11,76.81
AUD_20Y_3Y_AM,2017-01-12,77.22
AUD_20Y_3Y_AM,2017-01-13,77.95
AUD_20Y_3Y_AM,2017-01-16,78.06
AUD_20Y_3Y_AM,2017-01-17,77.33
AUD_20Y_3Y_AM,2017-01-18,76.36
AUD_20Y_3Y_AM,2017-01-19,76.2
AUD_20Y_3Y_AM,2017-01-20,77.04
AUD_20Y_3Y_N100,2017-01-03,64.54
AUD_20Y_3Y_N100,2017-01-04,69.53
AUD_20Y_3Y_N100,2017-01-05,70.86
AUD_20Y_3Y_N100,2017-01-06,99.01
AUD_20Y_3Y_N100,2017-01-09,62.62
AUD_20Y_3Y_N100,2017-01-10,66.7
AUD_20Y_3Y_N100,2017-01-11,70.69
AUD_20Y_3Y_N100,2017-01-12,70.89
AUD_20Y_3Y_N100,2017-01-13,107.23
AUD_20Y_3Y_N100,2017-01-16,71.77
AUD_20Y_3Y_N100,2017-01-17,67.83
AUD_20Y_3Y_N100,2017-01-18,70.27
AUD_20Y_3Y_N100,2017-01-19,70.26
AUD_20Y_3Y_N100,2017-01-20,72.45
AUD_20Y_3Y_N150,2017-01-03,58.69
AUD_20Y_3Y_N150,2017-01-04,66.11
AUD_20Y_3Y_N150,2017-01-05,67.36
AUD_20Y_3Y_N150,2017-01-06,105.2
AUD_20Y_3Y_N150,2017-01-09,55.12
AUD_20Y_3Y_N150,2017-01-10,61.49
AUD_20Y_3Y_N150,2017-01-11,67.17
AUD_20Y_3Y_N150,2017-01-12,67.23
AUD_20Y_3Y_N150,2017-01-13,113.89
AUD_20Y_3Y_N150,2017-01-16,68.17
AUD_20Y_3Y_N150,2017-01-17,62.93
AUD_20Y_3Y_N150,2017-01-18,66.76
AUD_20Y_3Y_N150,2017-01-19,66.86
AUD_20Y_3Y_N150,2017-01-20,70.38
AUD_20Y_3Y_N25,2017-01-03,73.43
AUD_20Y_3Y_N25,2017-01-04,74.07
AUD_20Y_3Y_N25,2017-01-05,75.51
AUD_20Y_3Y_N25,2017-01-06,83.11
AUD_20Y_3Y_N25,2017-01-09,73.71
AUD_20Y_3Y_N25,2017-01-10,74.45
AUD_20Y_3Y_N25,2017-01-11,75.37
AUD_20Y_3Y_N25,2017-01-12,75.73
AUD_20Y_3Y_N25,2017-01-13,86.78
AUD_20Y_3Y_N25,2017-01-16,76.58
AUD_20Y_3Y_N25,2017-01-17,75.0
AUD_20Y_3Y_N25,2017-01-18,74.93
AUD_20Y_3Y_N25,2017-01-19,74.8
AUD_20Y_3Y_N25,2017-01-20,75.81
AUD_20Y_3Y_N50,2017-01-03,70.47
AUD_20Y_3Y_N50,2017-01-04,72.62
AUD_20Y_3Y_N50,2017-01-05,74.03
AUD_20Y_3Y_N50,2017-01-06,89.05
AUD_20Y_3Y_N50,2017-01-09,70.06
AUD_20Y_3Y_N50,2017-01-10,71.89
AUD_20Y_3Y_N50,2017-01-11,73.88
AUD_20Y_3Y_N50,2017-01-12,74.19
AUD_20Y_3Y_N50,2017-01-13,94.85
AUD_20Y_3Y_N50,2017-01-16,75.04
AUD_20Y_3Y_N50,2017-01-17,72.63
AUD_20Y_3Y_N50,2017-01-18,73.44
AUD_20Y_3Y_N50,2017-01-19,73.35
AUD_20Y_3Y_N50,2017-01-20,74.64
AUD_20Y_3Y_P100,2017-01-03,87.91
AUD_20Y_3Y_P100,2017-01-04,80.63
AUD_20Y_3Y_P100,2017-01-05,82.22
AUD_20Y_3Y_P100,2017-01-06,72.15
AUD_20Y_3Y_P100,2017-01-09,91.11
AUD_20Y_3Y_P100,2017-01-10,87.0
AUD_20Y_3Y_P100,2017-01-11,82.12
AUD_20Y_3Y_P100,2017-01-12,82.68
AUD_20Y_3Y_P100,2017-01-13,70.89
AUD_20Y_3Y_P100,2017-01-16,83.54
AUD_20Y_3Y_P100,2017-01-17,86.46
AUD_20Y_3Y_P100,2017-01-18,81.64
AUD_20Y_3Y_P100,2017-01-19,81.34
AUD_20Y_3Y_P100,2017-01-20,82.61
AUD_20Y_3Y_P150,2017-01-03,93.52
AUD_20Y_3Y_P150,2017-01-04,83.0
AUD_20Y_3Y_P150,2017-01-05,84.64
AUD_20Y_3Y_P150,2017-01-06,81.78
AUD_20Y_3Y_P150,2017-01-09,97.7
AUD_20Y_3Y_P150,2017-01-10,91.87
AUD_20Y_3Y_P150,2017-01-11,84.55
AUD_20Y_3Y_P150,2017-01-12,85.18
AUD_20Y_3Y_P150,2017-01-13,83.87
AUD_20Y_3Y_P150,2017-01-16,86.07
AUD_20Y_3Y_P150,2017-01-17,90.9
AUD_20Y_3Y_P150,2017-01-18,84.06
AUD_20Y_3Y_P150,2017-01-19,83.7
AUD_20Y_3Y_P150,2017-01-20,85.75
