cfid,spotdate,nvol
AUD_20Y_3Y_P25,2017-01-03,79.29
AUD_20Y_3Y_P25,2017-01-04,76.83
AUD_20Y_3Y_P25,2017-01-05,78.32
AUD_20Y_3Y_P25,2017-01-06,71.88
AUD_20Y_3Y_P25,2017-01-09,80.84
AUD_20Y_3Y_P25,2017-01-10,79.54
AUD_20Y_3Y_P25,2017-01-11,78.2
AUD_20Y_3Y_P25,2017-01-12,78.65
AUD_20Y_3Y_P25,2017-01-13,69.75
AUD_20Y_3Y_P25,2017-01-16,79.5
AUD_20Y_3Y_P25,2017-01-17,79.65
AUD_20Y_3Y_P25,2017-01-18,77.75
AUD_20Y_3Y_P25,2017-01-19,77.55
AUD_20Y_3Y_P25,2017-01-20,78.34
AUD_20Y_3Y_P50,2017-01-03,82.19
AUD_20Y_3Y_P50,2017-01-04,78.13
AUD_20Y_3Y_P50,2017-01-05,79.66
AUD_20Y_3Y_P50,2017-01-06,68.98
AUD_20Y_3Y_P50,2017-01-09,84.32
AUD_20Y_3Y_P50,2017-01-10,82.05
AUD_20Y_3Y_P50,2017-01-11,79.55
AUD_20Y_3Y_P50,2017-01-12,80.04
AUD_20Y_3Y_P50,2017-01-13,65.26
AUD_20Y_3Y_P50,2017-01-16,80.89
AUD_20Y_3Y_P50,2017-01-17,81.94
AUD_20Y_3Y_P50,2017-01-18,79.08
AUD_20Y_3Y_P50,2017-01-19,78.85
AUD_20Y_3Y_P50,2017-01-20,79.7
AUD_20Y_4Y_AM,2017-01-03,74.59
AUD_20Y_4Y_AM,2017-01-04,73.96
AUD_20Y_4Y_AM,2017-01-05,74.22
AUD_20Y_4Y_AM,2017-01-06,74.29
AUD_20Y_4Y_AM,2017-01-09,74.5
AUD_20Y_4Y_AM,2017-01-10,74.31
AUD_20Y_4Y_AM,2017-01-11,74.11
AUD_20Y_4Y_AM,2017-01-12,74.67
AUD_20Y_4Y_AM,2017-01-13,75.32
AUD_20Y_4Y_AM,2017-01-16,75.75
AUD_20Y_4Y_AM,2017-01-17,74.5
AUD_20Y_4Y_AM,2017-01-18,73.8
AUD_20Y_4Y_AM,2017-01-19,74.09
AUD_20Y_4Y_AM,2017-01-20,74.2
AUD_20Y_4Y_N100,2017-01-03,62.94
AUD_20Y_4Y_N100,2017-01-04,68.13
AUD_20Y_4Y_N100,2017-01-05,68.33
AUD_20Y_4Y_N100,2017-01-06,96.61
AUD_20Y_4Y_N100,2017-01-09,61.1
AUD_20Y_4Y_N100,2017-01-10,64.31
AUD_20Y_4Y_N100,2017-01-11,68.18
AUD_20Y_4Y_N100,2017-01-12,68.54
AUD_20Y_4Y_N100,2017-01-13,105.12
AUD_20Y_4Y_N100,2017-01-16,69.62
AUD_20Y_4Y_N100,2017-01-17,65.29
AUD_20Y_4Y_N100,2017-01-18,67.87
AUD_20Y_4Y_N100,2017-01-19,68.33
AUD_20Y_4Y_N100,2017-01-20,69.88
AUD_20Y_4Y_N150,2017-01-03,57.18
AUD_20Y_4Y_N150,2017-01-04,64.78
AUD_20Y_4Y_N150,2017-01-05,64.95
AUD_20Y_4Y_N150,2017-01-06,102.92
AUD_20Y_4Y_N150,2017-01-09,54.45
AUD_20Y_4Y_N150,2017-01-10,59.24
AUD_20Y_4Y_N150,2017-01-11,64.77
AUD_20Y_4Y_N150,2017-01-12,64.99
AUD_20Y_4Y_N150,2017-01-13,112.04
AUD_20Y_4Y_N150,2017-01-16,66.12
AUD_20Y_4Y_N150,2017-01-17,60.53
AUD_20Y_4Y_N150,2017-01-18,64.46
AUD_20Y_4Y_N150,2017-01-19,65.02
AUD_20Y_4Y_N150,2017-01-20,68.03
AUD_20Y_4Y_N25,2017-01-03,71.69
AUD_20Y_4Y_N25,2017-01-04,72.59
AUD_20Y_4Y_N25,2017-01-05,72.83
AUD_20Y_4Y_N25,2017-01-06,80.46
AUD_20Y_4Y_N25,2017-01-09,71.19
AUD_20Y_4Y_N25,2017-01-10,71.84
AUD_20Y_4Y_N25,2017-01-11,72.71
AUD_20Y_4Y_N25,2017-01-12,73.23
AUD_20Y_4Y_N25,2017-01-13,84.29
AUD_20Y_4Y_N25,2017-01-16,74.3
AUD_20Y_4Y_N25,2017-01-17,72.23
AUD_20Y_4Y_N25,2017-01-18,72.4
AUD_20Y_4Y_N25,2017-01-19,72.74
AUD_20Y_4Y_N25,2017-01-20,73.01
AUD_20Y_4Y_N50,2017-01-03,68.78
AUD_20Y_4Y_N50,2017-01-04,71.16
AUD_20Y_4Y_N50,2017-01-05,71.4
AUD_20Y_4Y_N50,2017-01-06,86.51
AUD_20Y_4Y_N50,2017-01-09,67.84
AUD_20Y_4Y_N50,2017-01-10,69.34
AUD_20Y_4Y_N50,2017-01-11,71.27
AUD_20Y_4Y_N50,2017-01-12,71.74
AUD_20Y_4Y_N50,2017-01-13,92.49
AUD_20Y_4Y_N50,2017-01-16,72.81
AUD_20Y_4Y_N50,2017-01-17,69.94
AUD_20Y_4Y_N50,2017-01-18,70.96
AUD_20Y_4Y_N50,2017-01-19,71.33
AUD_20Y_4Y_N50,2017-01-20,71.9
AUD_20Y_4Y_P100,2017-01-03,85.94
AUD_20Y_4Y_P100,2017-01-04,79.02
AUD_20Y_4Y_P100,2017-01-05,79.32
AUD_20Y_4Y_P100,2017-01-06,69.2
AUD_20Y_4Y_P100,2017-01-09,87.36
AUD_20Y_4Y_P100,2017-01-10,84.02
AUD_20Y_4Y_P100,2017-01-11,79.24
AUD_20Y_4Y_P100,2017-01-12,79.96
AUD_20Y_4Y_P100,2017-01-13,68.82
AUD_20Y_4Y_P100,2017-01-16,81.08
AUD_20Y_4Y_P100,2017-01-17,83.34
AUD_20Y_4Y_P100,2017-01-18,78.93
AUD_20Y_4Y_P100,2017-01-19,79.09
AUD_20Y_4Y_P100,2017-01-20,79.72
AUD_20Y_4Y_P150,2017-01-03,91.46
AUD_20Y_4Y_P150,2017-01-04,81.35
AUD_20Y_4Y_P150,2017-01-05,81.66
AUD_20Y_4Y_P150,2017-01-06,78.85
AUD_20Y_4Y_P150,2017-01-09,93.55
AUD_20Y_4Y_P150,2017-01-10,88.75
AUD_20Y_4Y_P150,2017-01-11,81.59
AUD_20Y_4Y_P150,2017-01-12,82.38
AUD_20Y_4Y_P150,2017-01-13,81.92
AUD_20Y_4Y_P150,2017-01-16,83.53
AUD_20Y_4Y_P150,2017-01-17,87.64
AUD_20Y_4Y_P150,2017-01-18,81.28
AUD_20Y_4Y_P150,2017-01-19,81.38
AUD_20Y_4Y_P150,2017-01-20,82.89
AUD_20Y_4Y_P25,2017-01-03,77.46
AUD_20Y_4Y_P25,2017-01-04,75.29
AUD_20Y_4Y_P25,2017-01-05,75.55
AUD_20Y_4Y_P25,2017-01-06,68.95
AUD_20Y_4Y_P25,2017-01-09,77.78
AUD_20Y_4Y_P25,2017-01-10,76.77
AUD_20Y_4Y_P25,2017-01-11,75.45
AUD_20Y_4Y_P25,2017-01-12,76.06
AUD_20Y_4Y_P25,2017-01-13,67.03
AUD_20Y_4Y_P25,2017-01-16,77.14
AUD_20Y_4Y_P25,2017-01-17,76.74
AUD_20Y_4Y_P25,2017-01-18,75.14
AUD_20Y_4Y_P25,2017-01-19,75.4
AUD_20Y_4Y_P25,2017-01-20,75.46
AUD_20Y_4Y_P50,2017-01-03,80.32
AUD_20Y_4Y_P50,2017-01-04,76.57
AUD_20Y_4Y_P50,2017-01-05,76.85
AUD_20Y_4Y_P50,2017-01-06,65.97
AUD_20Y_4Y_P50,2017-01-09,81.01
AUD_20Y_4Y_P50,2017-01-10,79.21
AUD_20Y_4Y_P50,2017-01-11,76.75
AUD_20Y_4Y_P50,2017-01-12,77.4
AUD_20Y_4Y_P50,2017-01-13,62.68
AUD_20Y_4Y_P50,2017-01-16,78.49
AUD_20Y_4Y_P50,2017-01-17,78.97
AUD_20Y_4Y_P50,2017-01-18,76.44
AUD_20Y_4Y_P50,2017-01-19,76.67
AUD_20Y_4Y_P50,2017-01-20,76.81
AUD_20Y_5Y_AM,2017-01-03,73.31
AUD_20Y_5Y_AM,2017-01-04,72.93
AUD_20Y_5Y_AM,2017-01-05,72.64
AUD_20Y_5Y_AM,2017-01-06,72.98
AUD_20Y_5Y_AM,2017-01-09,72.87
AUD_20Y_5Y_AM,2017-01-10,72.74
AUD_20Y_5Y_AM,2017-01-11,72.85
AUD_20Y_5Y_AM,2017-01-12,73.56
AUD_20Y_5Y_AM,2017-01-13,73.75
AUD_20Y_5Y_AM,2017-01-16,74.16
AUD_20Y_5Y_AM,2017-01-17,73.15
AUD_20Y_5Y_AM,2017-01-18,72.44
AUD_20Y_5Y_AM,2017-01-19,73.02
AUD_20Y_5Y_AM,2017-01-20,72.97
AUD_20Y_5Y_N100,2017-01-03,61.78
AUD_20Y_5Y_N100,2017-01-04,67.15
AUD_20Y_5Y_N100,2017-01-05,66.83
AUD_20Y_5Y_N100,2017-01-06,95.12
AUD_20Y_5Y_N100,2017-01-09,66.99
AUD_20Y_5Y_N100,2017-01-10,66.84
AUD_20Y_5Y_N100,2017-01-11,66.98
AUD_20Y_5Y_N100,2017-01-12,67.48
AUD_20Y_5Y_N100,2017-01-13,103.46
AUD_20Y_5Y_N100,2017-01-16,68.12
AUD_20Y_5Y_N100,2017-01-17,64.02
AUD_20Y_5Y_N100,2017-01-18,66.56
AUD_20Y_5Y_N100,2017-01-19,67.31
AUD_20Y_5Y_N100,2017-01-20,98.95
AUD_20Y_5Y_N150,2017-01-03,56.08
AUD_20Y_5Y_N150,2017-01-04,63.82
AUD_20Y_5Y_N150,2017-01-05,63.49
AUD_20Y_5Y_N150,2017-01-06,101.33
AUD_20Y_5Y_N150,2017-01-09,63.61
AUD_20Y_5Y_N150,2017-01-10,63.43
AUD_20Y_5Y_N150,2017-01-11,63.6
AUD_20Y_5Y_N150,2017-01-12,63.97
AUD_20Y_5Y_N150,2017-01-13,110.39
AUD_20Y_5Y_N150,2017-01-16,64.65
AUD_20Y_5Y_N150,2017-01-17,59.3
AUD_20Y_5Y_N150,2017-01-18,63.17
AUD_20Y_5Y_N150,2017-01-19,64.03
AUD_20Y_5Y_N150,2017-01-20,106.68
AUD_20Y_5Y_N25,2017-01-03,70.44
AUD_20Y_5Y_N25,2017-01-04,71.57
AUD_20Y_5Y_N25,2017-01-05,71.27
AUD_20Y_5Y_N25,2017-01-06,79.13
AUD_20Y_5Y_N25,2017-01-09,71.49
AUD_20Y_5Y_N25,2017-01-10,71.36
AUD_20Y_5Y_N25,2017-01-11,71.47
AUD_20Y_5Y_N25,2017-01-12,72.14
AUD_20Y_5Y_N25,2017-01-13,82.69
AUD_20Y_5Y_N25,2017-01-16,72.74
AUD_20Y_5Y_N25,2017-01-17,70.91
AUD_20Y_5Y_N25,2017-01-18,71.06
AUD_20Y_5Y_N25,2017-01-19,71.68
AUD_20Y_5Y_N25,2017-01-20,80.17
AUD_20Y_5Y_N50,2017-01-03,67.56
AUD_20Y_5Y_N50,2017-01-04,70.16
AUD_20Y_5Y_N50,2017-01-05,69.86
AUD_20Y_5Y_N50,2017-01-06,85.13
AUD_20Y_5Y_N50,2017-01-09,70.05
AUD_20Y_5Y_N50,2017-01-10,69.92
AUD_20Y_5Y_N50,2017-01-11,70.04
AUD_20Y_5Y_N50,2017-01-12,70.66
AUD_20Y_5Y_N50,2017-01-13,90.86
AUD_20Y_5Y_N50,2017-01-16,71.26
AUD_20Y_5Y_N50,2017-01-17,68.64
AUD_20Y_5Y_N50,2017-01-18,69.62
AUD_20Y_5Y_N50,2017-01-19,70.28
AUD_20Y_5Y_N50,2017-01-20,87.18
AUD_20Y_5Y_P100,2017-01-03,84.56
AUD_20Y_5Y_P100,2017-01-04,77.94
AUD_20Y_5Y_P100,2017-01-05,77.66
AUD_20Y_5Y_P100,2017-01-06,67.71
AUD_20Y_5Y_P100,2017-01-09,77.95
AUD_20Y_5Y_P100,2017-01-10,77.84
AUD_20Y_5Y_P100,2017-01-11,77.93
AUD_20Y_5Y_P100,2017-01-12,78.8
AUD_20Y_5Y_P100,2017-01-13,67.59
AUD_20Y_5Y_P100,2017-01-16,79.42
AUD_20Y_5Y_P100,2017-01-17,81.91
AUD_20Y_5Y_P100,2017-01-18,77.51
AUD_20Y_5Y_P100,2017-01-19,77.97
AUD_20Y_5Y_P100,2017-01-20,68.29
AUD_20Y_5Y_P150,2017-01-03,90.02
AUD_20Y_5Y_P150,2017-01-04,80.24
AUD_20Y_5Y_P150,2017-01-05,79.97
AUD_20Y_5Y_P150,2017-01-06,77.22
AUD_20Y_5Y_P150,2017-01-09,80.27
AUD_20Y_5Y_P150,2017-01-10,80.18
AUD_20Y_5Y_P150,2017-01-11,80.26
AUD_20Y_5Y_P150,2017-01-12,81.19
AUD_20Y_5Y_P150,2017-01-13,80.63
AUD_20Y_5Y_P150,2017-01-16,81.83
AUD_20Y_5Y_P150,2017-01-17,86.17
AUD_20Y_5Y_P150,2017-01-18,79.84
AUD_20Y_5Y_P150,2017-01-19,80.23
AUD_20Y_5Y_P150,2017-01-20,79.24
AUD_20Y_5Y_P25,2017-01-03,76.16
AUD_20Y_5Y_P25,2017-01-04,74.24
AUD_20Y_5Y_P25,2017-01-05,73.96
AUD_20Y_5Y_P25,2017-01-06,67.63
AUD_20Y_5Y_P25,2017-01-09,74.2
AUD_20Y_5Y_P25,2017-01-10,74.08
AUD_20Y_5Y_P25,2017-01-11,74.18
AUD_20Y_5Y_P25,2017-01-12,74.94
AUD_20Y_5Y_P25,2017-01-13,65.5
AUD_20Y_5Y_P25,2017-01-16,75.54
AUD_20Y_5Y_P25,2017-01-17,75.38
AUD_20Y_5Y_P25,2017-01-18,73.77
AUD_20Y_5Y_P25,2017-01-19,74.32
AUD_20Y_5Y_P25,2017-01-20,66.79
AUD_20Y_5Y_P50,2017-01-03,78.99
AUD_20Y_5Y_P50,2017-01-04,75.51
AUD_20Y_5Y_P50,2017-01-05,75.23
AUD_20Y_5Y_P50,2017-01-06,64.59
AUD_20Y_5Y_P50,2017-01-09,75.49
AUD_20Y_5Y_P50,2017-01-10,75.37
AUD_20Y_5Y_P50,2017-01-11,75.47
AUD_20Y_5Y_P50,2017-01-12,76.27
AUD_20Y_5Y_P50,2017-01-13,61.28
AUD_20Y_5Y_P50,2017-01-16,76.87
AUD_20Y_5Y_P50,2017-01-17,77.58
AUD_20Y_5Y_P50,2017-01-18,75.06
AUD_20Y_5Y_P50,2017-01-19,75.57
AUD_20Y_5Y_P50,2017-01-20,63.66
AUD_20Y_7Y_AM,2017-01-03,70.49
AUD_20Y_7Y_AM,2017-01-04,70.52
AUD_20Y_7Y_AM,2017-01-05,69.85
AUD_20Y_7Y_AM,2017-01-06,70.48
AUD_20Y_7Y_AM,2017-01-09,70.04
AUD_20Y_7Y_AM,2017-01-10,70.28
AUD_20Y_7Y_AM,2017-01-11,70.07
AUD_20Y_7Y_AM,2017-01-12,71.15
AUD_20Y_7Y_AM,2017-01-13,71.07
AUD_20Y_7Y_AM,2017-01-16,71.47
AUD_20Y_7Y_AM,2017-01-17,70.33
AUD_20Y_7Y_AM,2017-01-18,69.92
AUD_20Y_7Y_AM,2017-01-19,70.63
AUD_20Y_7Y_AM,2017-01-20,70.78
AUD_20Y_7Y_N100,2017-01-03,59.2
AUD_20Y_7Y_N100,2017-01-04,64.73
AUD_20Y_7Y_N100,2017-01-05,64.15
AUD_20Y_7Y_N100,2017-01-06,92.04
AUD_20Y_7Y_N100,2017-01-09,64.27
AUD_20Y_7Y_N100,2017-01-10,64.45
AUD_20Y_7Y_N100,2017-01-11,64.3
AUD_20Y_7Y_N100,2017-01-12,65.17
AUD_20Y_7Y_N100,2017-01-13,99.96
AUD_20Y_7Y_N100,2017-01-16,65.5
AUD_20Y_7Y_N100,2017-01-17,61.36
AUD_20Y_7Y_N100,2017-01-18,64.12
AUD_20Y_7Y_N100,2017-01-19,65.0
AUD_20Y_7Y_N100,2017-01-20,96.33
AUD_20Y_7Y_N150,2017-01-03,53.62
AUD_20Y_7Y_N150,2017-01-04,61.41
AUD_20Y_7Y_N150,2017-01-05,60.85
AUD_20Y_7Y_N150,2017-01-06,97.92
AUD_20Y_7Y_N150,2017-01-09,60.94
AUD_20Y_7Y_N150,2017-01-10,61.07
AUD_20Y_7Y_N150,2017-01-11,60.96
AUD_20Y_7Y_N150,2017-01-12,61.71
AUD_20Y_7Y_N150,2017-01-13,107.49
AUD_20Y_7Y_N150,2017-01-16,62.07
AUD_20Y_7Y_N150,2017-01-17,56.71
AUD_20Y_7Y_N150,2017-01-18,60.76
AUD_20Y_7Y_N150,2017-01-19,61.75
AUD_20Y_7Y_N150,2017-01-20,103.89
AUD_20Y_7Y_N25,2017-01-03,67.68
AUD_20Y_7Y_N25,2017-01-04,69.16
AUD_20Y_7Y_N25,2017-01-05,68.51
AUD_20Y_7Y_N25,2017-01-06,76.53
AUD_20Y_7Y_N25,2017-01-09,68.69
AUD_20Y_7Y_N25,2017-01-10,68.91
AUD_20Y_7Y_N25,2017-01-11,68.71
AUD_20Y_7Y_N25,2017-01-12,69.75
AUD_20Y_7Y_N25,2017-01-13,79.18
AUD_20Y_7Y_N25,2017-01-16,70.07
AUD_20Y_7Y_N25,2017-01-17,68.12
AUD_20Y_7Y_N25,2017-01-18,68.56
AUD_20Y_7Y_N25,2017-01-19,69.31
AUD_20Y_7Y_N25,2017-01-20,77.86
AUD_20Y_7Y_N50,2017-01-03,64.86
AUD_20Y_7Y_N50,2017-01-04,67.74
AUD_20Y_7Y_N50,2017-01-05,67.12
AUD_20Y_7Y_N50,2017-01-06,82.38
AUD_20Y_7Y_N50,2017-01-09,67.28
AUD_20Y_7Y_N50,2017-01-10,67.49
AUD_20Y_7Y_N50,2017-01-11,67.31
AUD_20Y_7Y_N50,2017-01-12,68.29
AUD_20Y_7Y_N50,2017-01-13,87.11
AUD_20Y_7Y_N50,2017-01-16,68.61
AUD_20Y_7Y_N50,2017-01-17,65.89
AUD_20Y_7Y_N50,2017-01-18,67.14
AUD_20Y_7Y_N50,2017-01-19,67.93
AUD_20Y_7Y_N50,2017-01-20,84.76
AUD_20Y_7Y_P100,2017-01-03,81.48
AUD_20Y_7Y_P100,2017-01-04,75.55
AUD_20Y_7Y_P100,2017-01-05,74.77
AUD_20Y_7Y_P100,2017-01-06,64.8
AUD_20Y_7Y_P100,2017-01-09,75.02
AUD_20Y_7Y_P100,2017-01-10,75.3
AUD_20Y_7Y_P100,2017-01-11,75.04
AUD_20Y_7Y_P100,2017-01-12,76.28
AUD_20Y_7Y_P100,2017-01-13,71.89
AUD_20Y_7Y_P100,2017-01-16,76.65
AUD_20Y_7Y_P100,2017-01-17,78.92
AUD_20Y_7Y_P100,2017-01-18,74.92
AUD_20Y_7Y_P100,2017-01-19,75.5
AUD_20Y_7Y_P100,2017-01-20,66.39
AUD_20Y_7Y_P150,2017-01-03,86.82
AUD_20Y_7Y_P150,2017-01-04,77.87
AUD_20Y_7Y_P150,2017-01-05,77.02
AUD_20Y_7Y_P150,2017-01-06,73.96
AUD_20Y_7Y_P150,2017-01-09,77.29
AUD_20Y_7Y_P150,2017-01-10,77.59
AUD_20Y_7Y_P150,2017-01-11,77.32
AUD_20Y_7Y_P150,2017-01-12,78.62
AUD_20Y_7Y_P150,2017-01-13,85.56
AUD_20Y_7Y_P150,2017-01-16,79.02
AUD_20Y_7Y_P150,2017-01-17,83.09
AUD_20Y_7Y_P150,2017-01-18,77.2
AUD_20Y_7Y_P150,2017-01-19,77.73
AUD_20Y_7Y_P150,2017-01-20,77.21
AUD_20Y_7Y_P25,2017-01-03,73.28
AUD_20Y_7Y_P25,2017-01-04,71.84
AUD_20Y_7Y_P25,2017-01-05,71.14
AUD_20Y_7Y_P25,2017-01-06,65.13
AUD_20Y_7Y_P25,2017-01-09,71.35
AUD_20Y_7Y_P25,2017-01-10,71.6
AUD_20Y_7Y_P25,2017-01-11,71.37
AUD_20Y_7Y_P25,2017-01-12,72.49
AUD_20Y_7Y_P25,2017-01-13,64.75
AUD_20Y_7Y_P25,2017-01-16,72.83
AUD_20Y_7Y_P25,2017-01-17,72.51
AUD_20Y_7Y_P25,2017-01-18,71.23
AUD_20Y_7Y_P25,2017-01-19,71.91
AUD_20Y_7Y_P25,2017-01-20,64.71
AUD_20Y_7Y_P50,2017-01-03,76.04
AUD_20Y_7Y_P50,2017-01-04,73.11
AUD_20Y_7Y_P50,2017-01-05,72.39
AUD_20Y_7Y_P50,2017-01-06,61.99
AUD_20Y_7Y_P50,2017-01-09,72.61
AUD_20Y_7Y_P50,2017-01-10,72.87
AUD_20Y_7Y_P50,2017-01-11,72.63
AUD_20Y_7Y_P50,2017-01-12,73.8
AUD_20Y_7Y_P50,2017-01-13,63.11
AUD_20Y_7Y_P50,2017-01-16,74.14
AUD_20Y_7Y_P50,2017-01-17,74.67
AUD_20Y_7Y_P50,2017-01-18,72.5
AUD_20Y_7Y_P50,2017-01-19,73.14
AUD_20Y_7Y_P50,2017-01-20,61.69
AUD_2Y_10Y_AM,2017-01-03,88.43
AUD_2Y_10Y_AM,2017-01-04,89.21
AUD_2Y_10Y_AM,2017-01-05,89.38
AUD_2Y_10Y_AM,2017-01-06,88.43
AUD_2Y_10Y_AM,2017-01-09,88.44
AUD_2Y_10Y_AM,2017-01-10,88.51
AUD_2Y_10Y_AM,2017-01-11,87.93
AUD_2Y_10Y_AM,2017-01-12,88.26
AUD_2Y_10Y_AM,2017-01-13,87.92
AUD_2Y_10Y_AM,2017-01-16,86.28
AUD_2Y_10Y_AM,2017-01-17,86.65
AUD_2Y_10Y_AM,2017-01-18,85.92
AUD_2Y_10Y_AM,2017-01-19,86.41
AUD_2Y_10Y_AM,2017-01-20,86.24
AUD_2Y_10Y_N100,2017-01-03,109.02
AUD_2Y_10Y_N100,2017-01-04,109.43
AUD_2Y_10Y_N100,2017-01-05,110.69
AUD_2Y_10Y_N100,2017-01-06,107.52
AUD_2Y_10Y_N100,2017-01-09,105.48
AUD_2Y_10Y_N100,2017-01-10,107.24
AUD_2Y_10Y_N100,2017-01-11,107.08
AUD_2Y_10Y_N100,2017-01-12,108.71
AUD_2Y_10Y_N100,2017-01-13,107.83
AUD_2Y_10Y_N100,2017-01-16,101.7
AUD_2Y_10Y_N100,2017-01-17,101.78
AUD_2Y_10Y_N100,2017-01-18,106.67
AUD_2Y_10Y_N100,2017-01-19,108.79
AUD_2Y_10Y_N100,2017-01-20,109.18
AUD_2Y_10Y_N150,2017-01-03,119.63
AUD_2Y_10Y_N150,2017-01-04,120.2
AUD_2Y_10Y_N150,2017-01-05,121.62
AUD_2Y_10Y_N150,2017-01-06,117.41
AUD_2Y_10Y_N150,2017-01-09,115.15
AUD_2Y_10Y_N150,2017-01-10,117.33
AUD_2Y_10Y_N150,2017-01-11,116.97
AUD_2Y_10Y_N150,2017-01-12,118.8
AUD_2Y_10Y_N150,2017-01-13,117.5
AUD_2Y_10Y_N150,2017-01-16,110.67
AUD_2Y_10Y_N150,2017-01-17,110.61
AUD_2Y_10Y_N150,2017-01-18,117.12
AUD_2Y_10Y_N150,2017-01-19,120.19
AUD_2Y_10Y_N150,2017-01-20,120.97
AUD_2Y_10Y_N25,2017-01-03,92.61
AUD_2Y_10Y_N25,2017-01-04,93.09
AUD_2Y_10Y_N25,2017-01-05,93.66
AUD_2Y_10Y_N25,2017-01-06,92.2
AUD_2Y_10Y_N25,2017-01-09,91.41
AUD_2Y_10Y_N25,2017-01-10,92.02
AUD_2Y_10Y_N25,2017-01-11,91.78
AUD_2Y_10Y_N25,2017-01-12,92.55
AUD_2Y_10Y_N25,2017-01-13,92.2
AUD_2Y_10Y_N25,2017-01-16,88.88
AUD_2Y_10Y_N25,2017-01-17,89.17
AUD_2Y_10Y_N25,2017-01-18,90.19
AUD_2Y_10Y_N25,2017-01-19,90.96
AUD_2Y_10Y_N25,2017-01-20,90.86
AUD_2Y_10Y_N50,2017-01-03,97.78
AUD_2Y_10Y_N50,2017-01-04,98.14
AUD_2Y_10Y_N50,2017-01-05,99.02
AUD_2Y_10Y_N50,2017-01-06,96.98
AUD_2Y_10Y_N50,2017-01-09,95.61
AUD_2Y_10Y_N50,2017-01-10,96.69
AUD_2Y_10Y_N50,2017-01-11,96.58
AUD_2Y_10Y_N50,2017-01-12,97.72
AUD_2Y_10Y_N50,2017-01-13,97.24
AUD_2Y_10Y_N50,2017-01-16,92.66
AUD_2Y_10Y_N50,2017-01-17,92.87
AUD_2Y_10Y_N50,2017-01-18,95.42
AUD_2Y_10Y_N50,2017-01-19,96.61
AUD_2Y_10Y_N50,2017-01-20,96.65
AUD_2Y_10Y_P100,2017-01-03,91.87
AUD_2Y_10Y_P100,2017-01-04,95.25
AUD_2Y_10Y_P100,2017-01-05,94.02
AUD_2Y_10Y_P100,2017-01-06,92.84
AUD_2Y_10Y_P100,2017-01-09,96.07
AUD_2Y_10Y_P100,2017-01-10,94.7
AUD_2Y_10Y_P100,2017-01-11,91.34
AUD_2Y_10Y_P100,2017-01-12,90.56
AUD_2Y_10Y_P100,2017-01-13,88.51
AUD_2Y_10Y_P100,2017-01-16,93.85
AUD_2Y_10Y_P100,2017-01-17,94.38
AUD_2Y_10Y_P100,2017-01-18,89.4
AUD_2Y_10Y_P100,2017-01-19,91.07
AUD_2Y_10Y_P100,2017-01-20,91.57
AUD_2Y_10Y_P150,2017-01-03,102.62
AUD_2Y_10Y_P150,2017-01-04,107.04
AUD_2Y_10Y_P150,2017-01-05,105.61
AUD_2Y_10Y_P150,2017-01-06,103.61
AUD_2Y_10Y_P150,2017-01-09,107.57
AUD_2Y_10Y_P150,2017-01-10,106.11
AUD_2Y_10Y_P150,2017-01-11,101.63
AUD_2Y_10Y_P150,2017-01-12,100.89
AUD_2Y_10Y_P150,2017-01-13,97.86
AUD_2Y_10Y_P150,2017-01-16,104.77
AUD_2Y_10Y_P150,2017-01-17,105.3
AUD_2Y_10Y_P150,2017-01-18,100.23
AUD_2Y_10Y_P150,2017-01-19,102.86
AUD_2Y_10Y_P150,2017-01-20,103.76
AUD_2Y_10Y_P25,2017-01-03,85.98
AUD_2Y_10Y_P25,2017-01-04,87.31
AUD_2Y_10Y_P25,2017-01-05,87.01
AUD_2Y_10Y_P25,2017-01-06,86.38
AUD_2Y_10Y_P25,2017-01-09,87.35
AUD_2Y_10Y_P25,2017-01-10,86.86
AUD_2Y_10Y_P25,2017-01-11,85.71
AUD_2Y_10Y_P25,2017-01-12,85.59
AUD_2Y_10Y_P25,2017-01-13,85.04
AUD_2Y_10Y_P25,2017-01-16,85.42
AUD_2Y_10Y_P25,2017-01-17,85.87
AUD_2Y_10Y_P25,2017-01-18,83.41
AUD_2Y_10Y_P25,2017-01-19,83.85
AUD_2Y_10Y_P25,2017-01-20,83.73
AUD_2Y_10Y_P50,2017-01-03,85.84
AUD_2Y_10Y_P50,2017-01-04,87.87
AUD_2Y_10Y_P50,2017-01-05,87.14
AUD_2Y_10Y_P50,2017-01-06,86.55
AUD_2Y_10Y_P50,2017-01-09,88.45
AUD_2Y_10Y_P50,2017-01-10,87.51
AUD_2Y_10Y_P50,2017-01-11,85.62
AUD_2Y_10Y_P50,2017-01-12,85.13
AUD_2Y_10Y_P50,2017-01-13,84.17
AUD_2Y_10Y_P50,2017-01-16,86.58
AUD_2Y_10Y_P50,2017-01-17,87.07
AUD_2Y_10Y_P50,2017-01-18,83.27
AUD_2Y_10Y_P50,2017-01-19,83.96
AUD_2Y_10Y_P50,2017-01-20,84.0
AUD_2Y_15Y_AM,2017-01-03,86.2
AUD_2Y_15Y_AM,2017-01-04,87.35
AUD_2Y_15Y_AM,2017-01-05,87.0
AUD_2Y_15Y_AM,2017-01-06,86.45
AUD_2Y_15Y_AM,2017-01-09,86.62
