cfid,spotdate,spread
AIRFS_SF_MM_EUR_10Y,2017-01-19,131.67
AIRFS_SF_MM_EUR_10Y,2017-01-20,130.62
AIRFS_SF_MM_EUR_5Y,2017-01-02,84.9
AIRFS_SF_MM_EUR_5Y,2017-01-03,84.71
AIRFS_SF_MM_EUR_5Y,2017-01-04,84.76
AIRFS_SF_MM_EUR_5Y,2017-01-05,84.76
AIRFS_SF_MM_EUR_5Y,2017-01-06,84.3
AIRFS_SF_MM_EUR_5Y,2017-01-09,84.28
AIRFS_SF_MM_EUR_5Y,2017-01-10,84.33
AIRFS_SF_MM_EUR_5Y,2017-01-11,84.35
AIRFS_SF_MM_EUR_5Y,2017-01-12,84.31
AIRFS_SF_MM_EUR_5Y,2017-01-13,84.23
AIRFS_SF_MM_EUR_5Y,2017-01-16,83.88
AIRFS_SF_MM_EUR_5Y,2017-01-17,83.76
AIRFS_SF_MM_EUR_5Y,2017-01-18,83.64
AIRFS_SF_MM_EUR_5Y,2017-01-19,83.63
AIRFS_SF_MM_EUR_5Y,2017-01-20,82.59
AIRP_SF_MM_EUR_10Y,2017-01-02,67.08
AIRP_SF_MM_EUR_10Y,2017-01-03,66.63
AIRP_SF_MM_EUR_10Y,2017-01-04,66.64
AIRP_SF_MM_EUR_10Y,2017-01-05,66.67
AIRP_SF_MM_EUR_10Y,2017-01-06,66.65
AIRP_SF_MM_EUR_10Y,2017-01-09,66.66
AIRP_SF_MM_EUR_10Y,2017-01-10,66.67
AIRP_SF_MM_EUR_10Y,2017-01-11,66.69
AIRP_SF_MM_EUR_10Y,2017-01-12,66.69
AIRP_SF_MM_EUR_10Y,2017-01-13,66.65
AIRP_SF_MM_EUR_10Y,2017-01-16,66.66
AIRP_SF_MM_EUR_10Y,2017-01-17,66.67
AIRP_SF_MM_EUR_10Y,2017-01-18,66.63
AIRP_SF_MM_EUR_10Y,2017-01-19,66.62
AIRP_SF_MM_EUR_10Y,2017-01-20,66.6
AIRP_SF_MM_EUR_5Y,2017-01-02,41.78
AIRP_SF_MM_EUR_5Y,2017-01-03,41.5
AIRP_SF_MM_EUR_5Y,2017-01-04,41.51
AIRP_SF_MM_EUR_5Y,2017-01-05,41.52
AIRP_SF_MM_EUR_5Y,2017-01-06,41.52
AIRP_SF_MM_EUR_5Y,2017-01-09,41.53
AIRP_SF_MM_EUR_5Y,2017-01-10,41.53
AIRP_SF_MM_EUR_5Y,2017-01-11,41.54
AIRP_SF_MM_EUR_5Y,2017-01-12,41.53
AIRP_SF_MM_EUR_5Y,2017-01-13,41.51
AIRP_SF_MM_EUR_5Y,2017-01-16,41.52
AIRP_SF_MM_EUR_5Y,2017-01-17,41.53
AIRP_SF_MM_EUR_5Y,2017-01-18,41.49
AIRP_SF_MM_EUR_5Y,2017-01-19,41.48
AIRP_SF_MM_EUR_5Y,2017-01-20,41.48
AISIN_SF_CR_JPY_10Y,2017-01-02,20.51
AISIN_SF_CR_JPY_10Y,2017-01-03,20.52
AISIN_SF_CR_JPY_10Y,2017-01-04,20.54
AISIN_SF_CR_JPY_10Y,2017-01-05,20.54
AISIN_SF_CR_JPY_10Y,2017-01-06,20.55
AISIN_SF_CR_JPY_10Y,2017-01-09,20.51
AISIN_SF_CR_JPY_10Y,2017-01-10,20.49
AISIN_SF_CR_JPY_10Y,2017-01-11,20.52
AISIN_SF_CR_JPY_10Y,2017-01-12,20.54
AISIN_SF_CR_JPY_10Y,2017-01-13,20.59
AISIN_SF_CR_JPY_10Y,2017-01-16,20.62
AISIN_SF_CR_JPY_10Y,2017-01-17,20.08
AISIN_SF_CR_JPY_10Y,2017-01-18,20.71
AISIN_SF_CR_JPY_10Y,2017-01-19,20.49
AISIN_SF_CR_JPY_10Y,2017-01-20,20.57
AISIN_SF_CR_JPY_5Y,2017-01-02,22.95
AISIN_SF_CR_JPY_5Y,2017-01-03,22.94
AISIN_SF_CR_JPY_5Y,2017-01-04,22.96
AISIN_SF_CR_JPY_5Y,2017-01-05,22.97
AISIN_SF_CR_JPY_5Y,2017-01-06,22.94
AISIN_SF_CR_JPY_5Y,2017-01-09,22.94
AISIN_SF_CR_JPY_5Y,2017-01-10,22.94
AISIN_SF_CR_JPY_5Y,2017-01-11,22.95
AISIN_SF_CR_JPY_5Y,2017-01-12,22.95
AISIN_SF_CR_JPY_5Y,2017-01-13,22.98
AISIN_SF_CR_JPY_5Y,2017-01-16,22.98
AISIN_SF_CR_JPY_5Y,2017-01-17,22.44
AISIN_SF_CR_JPY_5Y,2017-01-18,23.15
AISIN_SF_CR_JPY_5Y,2017-01-19,22.89
AISIN_SF_CR_JPY_5Y,2017-01-20,22.93
AISTL_SF_CR_JPY_10Y,2017-01-02,116.71
AISTL_SF_CR_JPY_10Y,2017-01-03,116.71
AISTL_SF_CR_JPY_10Y,2017-01-04,116.7
AISTL_SF_CR_JPY_10Y,2017-01-05,116.72
AISTL_SF_CR_JPY_10Y,2017-01-06,116.7
AISTL_SF_CR_JPY_10Y,2017-01-09,116.73
AISTL_SF_CR_JPY_10Y,2017-01-10,116.73
AISTL_SF_CR_JPY_10Y,2017-01-11,116.72
AISTL_SF_CR_JPY_10Y,2017-01-12,116.72
AISTL_SF_CR_JPY_10Y,2017-01-13,116.69
AISTL_SF_CR_JPY_10Y,2017-01-16,116.69
AISTL_SF_CR_JPY_10Y,2017-01-17,115.07
AISTL_SF_CR_JPY_10Y,2017-01-18,116.7
AISTL_SF_CR_JPY_10Y,2017-01-19,116.71
AISTL_SF_CR_JPY_10Y,2017-01-20,116.69
AISTL_SF_CR_JPY_5Y,2017-01-02,98.82
AISTL_SF_CR_JPY_5Y,2017-01-03,98.82
AISTL_SF_CR_JPY_5Y,2017-01-04,98.82
AISTL_SF_CR_JPY_5Y,2017-01-05,98.84
AISTL_SF_CR_JPY_5Y,2017-01-06,98.83
AISTL_SF_CR_JPY_5Y,2017-01-09,98.84
AISTL_SF_CR_JPY_5Y,2017-01-10,98.84
AISTL_SF_CR_JPY_5Y,2017-01-11,98.84
AISTL_SF_CR_JPY_5Y,2017-01-12,98.84
AISTL_SF_CR_JPY_5Y,2017-01-13,98.83
AISTL_SF_CR_JPY_5Y,2017-01-16,98.83
AISTL_SF_CR_JPY_5Y,2017-01-17,98.74
AISTL_SF_CR_JPY_5Y,2017-01-18,98.82
AISTL_SF_CR_JPY_5Y,2017-01-19,98.81
AISTL_SF_CR_JPY_5Y,2017-01-20,98.82
AIZ_SF_XR_USD_10Y,2017-01-02,139.11
AIZ_SF_XR_USD_10Y,2017-01-03,139.23
AIZ_SF_XR_USD_10Y,2017-01-04,139.11
AIZ_SF_XR_USD_10Y,2017-01-05,139.14
AIZ_SF_XR_USD_10Y,2017-01-06,139.13
AIZ_SF_XR_USD_10Y,2017-01-09,139.1
AIZ_SF_XR_USD_10Y,2017-01-10,139.12
AIZ_SF_XR_USD_10Y,2017-01-11,139.15
AIZ_SF_XR_USD_10Y,2017-01-12,139.0
AIZ_SF_XR_USD_10Y,2017-01-13,139.08
AIZ_SF_XR_USD_10Y,2017-01-16,139.07
AIZ_SF_XR_USD_10Y,2017-01-17,138.98
AIZ_SF_XR_USD_10Y,2017-01-18,139.11
AIZ_SF_XR_USD_10Y,2017-01-19,139.11
AIZ_SF_XR_USD_10Y,2017-01-20,139.14
AIZ_SF_XR_USD_5Y,2017-01-02,132.01
AIZ_SF_XR_USD_5Y,2017-01-03,132.06
AIZ_SF_XR_USD_5Y,2017-01-04,132.02
AIZ_SF_XR_USD_5Y,2017-01-05,132.05
AIZ_SF_XR_USD_5Y,2017-01-06,132.03
AIZ_SF_XR_USD_5Y,2017-01-09,132.03
AIZ_SF_XR_USD_5Y,2017-01-10,132.03
AIZ_SF_XR_USD_5Y,2017-01-11,132.03
AIZ_SF_XR_USD_5Y,2017-01-12,131.99
AIZ_SF_XR_USD_5Y,2017-01-13,132.01
AIZ_SF_XR_USD_5Y,2017-01-16,132.0
AIZ_SF_XR_USD_5Y,2017-01-17,131.99
AIZ_SF_XR_USD_5Y,2017-01-18,132.02
AIZ_SF_XR_USD_5Y,2017-01-19,132.0
AIZ_SF_XR_USD_5Y,2017-01-20,132.02
AJINOM_SF_CR_JPY_10Y,2017-01-02,49.26
AJINOM_SF_CR_JPY_10Y,2017-01-03,49.11
AJINOM_SF_CR_JPY_10Y,2017-01-04,49.11
AJINOM_SF_CR_JPY_10Y,2017-01-05,47.6
AJINOM_SF_CR_JPY_10Y,2017-01-06,47.03
AJINOM_SF_CR_JPY_10Y,2017-01-09,47.9
AJINOM_SF_CR_JPY_10Y,2017-01-10,47.9
AJINOM_SF_CR_JPY_10Y,2017-01-11,48.54
AJINOM_SF_CR_JPY_10Y,2017-01-12,46.82
AJINOM_SF_CR_JPY_10Y,2017-01-13,47.29
AJINOM_SF_CR_JPY_10Y,2017-01-16,47.23
AJINOM_SF_CR_JPY_10Y,2017-01-17,47.05
AJINOM_SF_CR_JPY_10Y,2017-01-18,48.54
AJINOM_SF_CR_JPY_10Y,2017-01-19,48.03
AJINOM_SF_CR_JPY_10Y,2017-01-20,47.94
AJINOM_SF_CR_JPY_5Y,2017-01-02,23.13
AJINOM_SF_CR_JPY_5Y,2017-01-03,23.05
AJINOM_SF_CR_JPY_5Y,2017-01-04,23.05
AJINOM_SF_CR_JPY_5Y,2017-01-05,22.35
AJINOM_SF_CR_JPY_5Y,2017-01-06,22.06
AJINOM_SF_CR_JPY_5Y,2017-01-09,22.48
AJINOM_SF_CR_JPY_5Y,2017-01-10,22.48
AJINOM_SF_CR_JPY_5Y,2017-01-11,22.79
AJINOM_SF_CR_JPY_5Y,2017-01-12,21.97
AJINOM_SF_CR_JPY_5Y,2017-01-13,22.19
AJINOM_SF_CR_JPY_5Y,2017-01-16,22.16
AJINOM_SF_CR_JPY_5Y,2017-01-17,22.09
AJINOM_SF_CR_JPY_5Y,2017-01-18,22.78
AJINOM_SF_CR_JPY_5Y,2017-01-19,22.53
AJINOM_SF_CR_JPY_5Y,2017-01-20,22.49
AKBNK_SF_CR_USD_10Y,2017-01-02,469.47
AKBNK_SF_CR_USD_10Y,2017-01-03,472.2
AKBNK_SF_CR_USD_10Y,2017-01-04,468.98
AKBNK_SF_CR_USD_10Y,2017-01-05,467.77
AKBNK_SF_CR_USD_10Y,2017-01-06,467.47
AKBNK_SF_CR_USD_10Y,2017-01-09,483.13
AKBNK_SF_CR_USD_10Y,2017-01-10,484.78
AKBNK_SF_CR_USD_10Y,2017-01-11,501.51
AKBNK_SF_CR_USD_10Y,2017-01-12,487.11
AKBNK_SF_CR_USD_10Y,2017-01-13,484.56
AKBNK_SF_CR_USD_10Y,2017-01-16,483.39
AKBNK_SF_CR_USD_10Y,2017-01-17,482.92
AKBNK_SF_CR_USD_10Y,2017-01-18,482.48
AKBNK_SF_CR_USD_10Y,2017-01-19,484.41
AKBNK_SF_CR_USD_10Y,2017-01-20,478.71
AKBNK_SF_CR_USD_5Y,2017-01-02,407.21
AKBNK_SF_CR_USD_5Y,2017-01-03,409.84
AKBNK_SF_CR_USD_5Y,2017-01-04,404.89
AKBNK_SF_CR_USD_5Y,2017-01-05,403.92
AKBNK_SF_CR_USD_5Y,2017-01-06,402.79
AKBNK_SF_CR_USD_5Y,2017-01-09,419.13
AKBNK_SF_CR_USD_5Y,2017-01-10,420.66
AKBNK_SF_CR_USD_5Y,2017-01-11,437.31
AKBNK_SF_CR_USD_5Y,2017-01-12,423.07
AKBNK_SF_CR_USD_5Y,2017-01-13,420.26
AKBNK_SF_CR_USD_5Y,2017-01-16,418.88
AKBNK_SF_CR_USD_5Y,2017-01-17,418.77
AKBNK_SF_CR_USD_5Y,2017-01-18,416.9
AKBNK_SF_CR_USD_5Y,2017-01-19,419.12
AKBNK_SF_CR_USD_5Y,2017-01-20,412.97
AKHFOM_SF_MM_EUR_10Y,2017-01-02,464.39
AKHFOM_SF_MM_EUR_10Y,2017-01-03,464.39
AKHFOM_SF_MM_EUR_10Y,2017-01-04,445.19
AKHFOM_SF_MM_EUR_10Y,2017-01-05,437.02
AKHFOM_SF_MM_EUR_10Y,2017-01-06,439.64
AKHFOM_SF_MM_EUR_10Y,2017-01-09,440.04
AKHFOM_SF_MM_EUR_10Y,2017-01-10,443.92
AKHFOM_SF_MM_EUR_10Y,2017-01-11,444.66
AKHFOM_SF_MM_EUR_10Y,2017-01-12,448.6
AKHFOM_SF_MM_EUR_10Y,2017-01-13,454.87
AKHFOM_SF_MM_EUR_10Y,2017-01-16,442.31
AKHFOM_SF_MM_EUR_10Y,2017-01-17,445.7
AKHFOM_SF_MM_EUR_10Y,2017-01-18,449.06
AKHFOM_SF_MM_EUR_10Y,2017-01-19,445.51
AKHFOM_SF_MM_EUR_10Y,2017-01-20,445.5
AKHFOM_SF_MM_EUR_5Y,2017-01-02,296.54
AKHFOM_SF_MM_EUR_5Y,2017-01-03,296.53
AKHFOM_SF_MM_EUR_5Y,2017-01-04,284.25
AKHFOM_SF_MM_EUR_5Y,2017-01-05,279.05
AKHFOM_SF_MM_EUR_5Y,2017-01-06,280.71
AKHFOM_SF_MM_EUR_5Y,2017-01-09,280.97
AKHFOM_SF_MM_EUR_5Y,2017-01-10,283.45
AKHFOM_SF_MM_EUR_5Y,2017-01-11,283.93
AKHFOM_SF_MM_EUR_5Y,2017-01-12,286.45
AKHFOM_SF_MM_EUR_5Y,2017-01-13,290.46
AKHFOM_SF_MM_EUR_5Y,2017-01-16,282.42
AKHFOM_SF_MM_EUR_5Y,2017-01-17,284.6
AKHFOM_SF_MM_EUR_5Y,2017-01-18,286.73
AKHFOM_SF_MM_EUR_5Y,2017-01-19,284.45
AKHFOM_SF_MM_EUR_5Y,2017-01-20,284.44
AKST_SF_XR_USD_10Y,2017-01-02,557.95
AKST_SF_XR_USD_10Y,2017-01-03,537.86
AKST_SF_XR_USD_10Y,2017-01-04,523.66
AKST_SF_XR_USD_10Y,2017-01-05,524.1
AKST_SF_XR_USD_10Y,2017-01-06,528.85
AKST_SF_XR_USD_10Y,2017-01-09,543.29
AKST_SF_XR_USD_10Y,2017-01-10,540.92
AKST_SF_XR_USD_10Y,2017-01-11,546.45
AKST_SF_XR_USD_10Y,2017-01-12,583.34
AKST_SF_XR_USD_10Y,2017-01-13,587.52
AKST_SF_XR_USD_10Y,2017-01-16,587.5
AKST_SF_XR_USD_10Y,2017-01-17,592.71
AKST_SF_XR_USD_10Y,2017-01-18,571.86
AKST_SF_XR_USD_10Y,2017-01-19,598.66
AKST_SF_XR_USD_10Y,2017-01-20,597.77
AKST_SF_XR_USD_5Y,2017-01-02,430.2
AKST_SF_XR_USD_5Y,2017-01-03,413.68
AKST_SF_XR_USD_5Y,2017-01-04,401.9
AKST_SF_XR_USD_5Y,2017-01-05,402.38
AKST_SF_XR_USD_5Y,2017-01-06,403.36
AKST_SF_XR_USD_5Y,2017-01-09,413.82
AKST_SF_XR_USD_5Y,2017-01-10,412.85
AKST_SF_XR_USD_5Y,2017-01-11,417.57
AKST_SF_XR_USD_5Y,2017-01-12,442.09
AKST_SF_XR_USD_5Y,2017-01-13,448.1
AKST_SF_XR_USD_5Y,2017-01-16,448.11
AKST_SF_XR_USD_5Y,2017-01-17,453.26
AKST_SF_XR_USD_5Y,2017-01-18,437.28
AKST_SF_XR_USD_5Y,2017-01-19,455.93
AKST_SF_XR_USD_5Y,2017-01-20,455.01
AKZO_SF_MM_EUR_10Y,2017-01-02,89.88
AKZO_SF_MM_EUR_10Y,2017-01-03,89.1
AKZO_SF_MM_EUR_10Y,2017-01-04,89.1
AKZO_SF_MM_EUR_10Y,2017-01-05,88.63
AKZO_SF_MM_EUR_10Y,2017-01-06,87.85
AKZO_SF_MM_EUR_10Y,2017-01-09,87.86
AKZO_SF_MM_EUR_10Y,2017-01-10,87.86
AKZO_SF_MM_EUR_10Y,2017-01-11,87.86
AKZO_SF_MM_EUR_10Y,2017-01-12,87.86
AKZO_SF_MM_EUR_10Y,2017-01-13,87.36
AKZO_SF_MM_EUR_10Y,2017-01-16,87.36
AKZO_SF_MM_EUR_10Y,2017-01-17,87.37
AKZO_SF_MM_EUR_10Y,2017-01-18,87.34
AKZO_SF_MM_EUR_10Y,2017-01-19,87.33
AKZO_SF_MM_EUR_10Y,2017-01-20,87.33
AKZO_SF_MM_EUR_5Y,2017-01-02,57.05
AKZO_SF_MM_EUR_5Y,2017-01-03,56.54
AKZO_SF_MM_EUR_5Y,2017-01-04,56.55
AKZO_SF_MM_EUR_5Y,2017-01-05,56.07
AKZO_SF_MM_EUR_5Y,2017-01-06,55.55
AKZO_SF_MM_EUR_5Y,2017-01-09,55.56
AKZO_SF_MM_EUR_5Y,2017-01-10,55.56
AKZO_SF_MM_EUR_5Y,2017-01-11,55.56
AKZO_SF_MM_EUR_5Y,2017-01-12,55.57
AKZO_SF_MM_EUR_5Y,2017-01-13,55.06
AKZO_SF_MM_EUR_5Y,2017-01-16,55.06
AKZO_SF_MM_EUR_5Y,2017-01-17,55.07
AKZO_SF_MM_EUR_5Y,2017-01-18,55.03
AKZO_SF_MM_EUR_5Y,2017-01-19,55.02
AKZO_SF_MM_EUR_5Y,2017-01-20,55.01
AKZOI_SF_MM_EUR_10Y,2017-01-02,30.48
AKZOI_SF_MM_EUR_10Y,2017-01-03,30.46
AKZOI_SF_MM_EUR_10Y,2017-01-04,30.44
AKZOI_SF_MM_EUR_10Y,2017-01-05,30.45
AKZOI_SF_MM_EUR_10Y,2017-01-06,30.48
AKZOI_SF_MM_EUR_10Y,2017-01-09,30.46
AKZOI_SF_MM_EUR_10Y,2017-01-10,30.49
AKZOI_SF_MM_EUR_10Y,2017-01-11,30.48
AKZOI_SF_MM_EUR_10Y,2017-01-12,30.49
AKZOI_SF_MM_EUR_10Y,2017-01-13,30.49
AKZOI_SF_MM_EUR_10Y,2017-01-16,30.47
AKZOI_SF_MM_EUR_10Y,2017-01-17,30.49
AKZOI_SF_MM_EUR_10Y,2017-01-18,30.48
AKZOI_SF_MM_EUR_10Y,2017-01-19,30.48
AKZOI_SF_MM_EUR_10Y,2017-01-20,30.46
AKZOI_SF_MM_EUR_5Y,2017-01-02,20.28
AKZOI_SF_MM_EUR_5Y,2017-01-03,20.27
AKZOI_SF_MM_EUR_5Y,2017-01-04,20.26
AKZOI_SF_MM_EUR_5Y,2017-01-05,20.28
AKZOI_SF_MM_EUR_5Y,2017-01-06,20.28
AKZOI_SF_MM_EUR_5Y,2017-01-09,20.28
AKZOI_SF_MM_EUR_5Y,2017-01-10,20.29
AKZOI_SF_MM_EUR_5Y,2017-01-11,20.28
AKZOI_SF_MM_EUR_5Y,2017-01-12,20.29
AKZOI_SF_MM_EUR_5Y,2017-01-13,20.28
AKZOI_SF_MM_EUR_5Y,2017-01-16,20.27
AKZOI_SF_MM_EUR_5Y,2017-01-17,20.3
AKZOI_SF_MM_EUR_5Y,2017-01-18,20.27
AKZOI_SF_MM_EUR_5Y,2017-01-19,20.26
AKZOI_SF_MM_EUR_5Y,2017-01-20,20.27
ALBK_SF_MM_EUR_10Y,2017-01-02,155.4
ALBK_SF_MM_EUR_10Y,2017-01-03,155.52
ALBK_SF_MM_EUR_10Y,2017-01-04,155.44
ALBK_SF_MM_EUR_10Y,2017-01-05,155.43
ALBK_SF_MM_EUR_10Y,2017-01-06,155.49
ALBK_SF_MM_EUR_10Y,2017-01-09,155.47
ALBK_SF_MM_EUR_10Y,2017-01-10,155.47
ALBK_SF_MM_EUR_10Y,2017-01-11,155.41
ALBK_SF_MM_EUR_10Y,2017-01-12,155.42
ALBK_SF_MM_EUR_10Y,2017-01-13,155.49
ALBK_SF_MM_EUR_10Y,2017-01-16,155.44
ALBK_SF_MM_EUR_10Y,2017-01-17,155.48
ALBK_SF_MM_EUR_10Y,2017-01-18,155.57
ALBK_SF_MM_EUR_10Y,2017-01-19,155.56
ALBK_SF_MM_EUR_10Y,2017-01-20,155.59
ALBK_SF_MM_EUR_5Y,2017-01-02,135.74
ALBK_SF_MM_EUR_5Y,2017-01-03,135.75
ALBK_SF_MM_EUR_5Y,2017-01-04,135.74
ALBK_SF_MM_EUR_5Y,2017-01-05,135.77
ALBK_SF_MM_EUR_5Y,2017-01-06,135.76
ALBK_SF_MM_EUR_5Y,2017-01-09,135.77
ALBK_SF_MM_EUR_5Y,2017-01-10,135.77
ALBK_SF_MM_EUR_5Y,2017-01-11,135.76
ALBK_SF_MM_EUR_5Y,2017-01-12,135.77
ALBK_SF_MM_EUR_5Y,2017-01-13,135.77
ALBK_SF_MM_EUR_5Y,2017-01-16,135.76
ALBK_SF_MM_EUR_5Y,2017-01-17,135.79
ALBK_SF_MM_EUR_5Y,2017-01-18,135.79
ALBK_SF_MM_EUR_5Y,2017-01-19,135.77
ALBK_SF_MM_EUR_5Y,2017-01-20,135.78
ALCOR_SF_XR_USD_10Y,2017-01-02,129.49
ALCOR_SF_XR_USD_10Y,2017-01-03,129.57
ALCOR_SF_XR_USD_10Y,2017-01-04,129.48
ALCOR_SF_XR_USD_10Y,2017-01-05,129.51
ALCOR_SF_XR_USD_10Y,2017-01-06,129.5
ALCOR_SF_XR_USD_10Y,2017-01-09,129.48
ALCOR_SF_XR_USD_10Y,2017-01-10,129.49
ALCOR_SF_XR_USD_10Y,2017-01-11,129.51
ALCOR_SF_XR_USD_10Y,2017-01-12,129.4
ALCOR_SF_XR_USD_10Y,2017-01-13,129.47
ALCOR_SF_XR_USD_10Y,2017-01-16,129.46
ALCOR_SF_XR_USD_10Y,2017-01-17,129.39
ALCOR_SF_XR_USD_10Y,2017-01-18,129.48
ALCOR_SF_XR_USD_10Y,2017-01-19,129.47
ALCOR_SF_XR_USD_10Y,2017-01-20,129.5
ALCOR_SF_XR_USD_5Y,2017-01-02,125.75
ALCOR_SF_XR_USD_5Y,2017-01-03,125.77
ALCOR_SF_XR_USD_5Y,2017-01-04,125.74
ALCOR_SF_XR_USD_5Y,2017-01-05,125.78
ALCOR_SF_XR_USD_5Y,2017-01-06,125.75
ALCOR_SF_XR_USD_5Y,2017-01-09,125.76
ALCOR_SF_XR_USD_5Y,2017-01-10,125.75
ALCOR_SF_XR_USD_5Y,2017-01-11,125.76
ALCOR_SF_XR_USD_5Y,2017-01-12,125.73
ALCOR_SF_XR_USD_5Y,2017-01-13,125.74
ALCOR_SF_XR_USD_5Y,2017-01-16,125.74
ALCOR_SF_XR_USD_5Y,2017-01-17,125.74
ALCOR_SF_XR_USD_5Y,2017-01-18,125.75
ALCOR_SF_XR_USD_5Y,2017-01-19,125.74
ALCOR_SF_XR_USD_5Y,2017-01-20,125.74
ALL_SF_XR_USD_10Y,2017-01-02,70.6
ALL_SF_XR_USD_10Y,2017-01-03,68.72
ALL_SF_XR_USD_10Y,2017-01-04,68.78
ALL_SF_XR_USD_10Y,2017-01-05,66.04
ALL_SF_XR_USD_10Y,2017-01-06,66.01
ALL_SF_XR_USD_10Y,2017-01-09,66.02
ALL_SF_XR_USD_10Y,2017-01-10,66.04
ALL_SF_XR_USD_10Y,2017-01-11,66.02
ALL_SF_XR_USD_10Y,2017-01-12,66.1
ALL_SF_XR_USD_10Y,2017-01-13,66.05
ALL_SF_XR_USD_10Y,2017-01-16,66.05
ALL_SF_XR_USD_10Y,2017-01-17,66.1
ALL_SF_XR_USD_10Y,2017-01-18,66.01
ALL_SF_XR_USD_10Y,2017-01-19,66.01
ALL_SF_XR_USD_10Y,2017-01-20,66.0
ALL_SF_XR_USD_5Y,2017-01-02,37.25
ALL_SF_XR_USD_5Y,2017-01-03,36.24
ALL_SF_XR_USD_5Y,2017-01-04,36.27
ALL_SF_XR_USD_5Y,2017-01-05,34.83
ALL_SF_XR_USD_5Y,2017-01-06,34.8
ALL_SF_XR_USD_5Y,2017-01-09,34.81
ALL_SF_XR_USD_5Y,2017-01-10,34.82
ALL_SF_XR_USD_5Y,2017-01-11,34.81
ALL_SF_XR_USD_5Y,2017-01-12,34.86
ALL_SF_XR_USD_5Y,2017-01-13,34.83
ALL_SF_XR_USD_5Y,2017-01-16,34.83
ALL_SF_XR_USD_5Y,2017-01-17,34.87
ALL_SF_XR_USD_5Y,2017-01-18,34.8
ALL_SF_XR_USD_5Y,2017-01-19,34.79
ALL_SF_XR_USD_5Y,2017-01-20,34.79
ALNDR_SF_MM_EUR_10Y,2017-01-02,71.65
ALNDR_SF_MM_EUR_10Y,2017-01-03,71.65
ALNDR_SF_MM_EUR_10Y,2017-01-04,69.97
ALNDR_SF_MM_EUR_10Y,2017-01-05,69.12
ALNDR_SF_MM_EUR_10Y,2017-01-06,69.1
ALNDR_SF_MM_EUR_10Y,2017-01-09,69.19
ALNDR_SF_MM_EUR_10Y,2017-01-10,69.57
ALNDR_SF_MM_EUR_10Y,2017-01-11,69.73
ALNDR_SF_MM_EUR_10Y,2017-01-12,70.12
ALNDR_SF_MM_EUR_10Y,2017-01-13,70.95
ALNDR_SF_MM_EUR_10Y,2017-01-16,69.93
ALNDR_SF_MM_EUR_10Y,2017-01-17,70.34
ALNDR_SF_MM_EUR_10Y,2017-01-18,70.63
ALNDR_SF_MM_EUR_10Y,2017-01-19,70.31
ALNDR_SF_MM_EUR_10Y,2017-01-20,70.5
ALNDR_SF_MM_EUR_5Y,2017-01-02,50.51
ALNDR_SF_MM_EUR_5Y,2017-01-03,50.51
ALNDR_SF_MM_EUR_5Y,2017-01-04,48.39
ALNDR_SF_MM_EUR_5Y,2017-01-05,47.52
ALNDR_SF_MM_EUR_5Y,2017-01-06,47.79
ALNDR_SF_MM_EUR_5Y,2017-01-09,47.84
ALNDR_SF_MM_EUR_5Y,2017-01-10,48.27
ALNDR_SF_MM_EUR_5Y,2017-01-11,48.35
ALNDR_SF_MM_EUR_5Y,2017-01-12,48.79
ALNDR_SF_MM_EUR_5Y,2017-01-13,49.47
ALNDR_SF_MM_EUR_5Y,2017-01-16,48.09
ALNDR_SF_MM_EUR_5Y,2017-01-17,48.48
ALNDR_SF_MM_EUR_5Y,2017-01-18,48.82
ALNDR_SF_MM_EUR_5Y,2017-01-19,48.42
ALNDR_SF_MM_EUR_5Y,2017-01-20,48.43
ALPS_SF_CR_JPY_10Y,2017-01-02,241.75
ALPS_SF_CR_JPY_10Y,2017-01-03,241.74
ALPS_SF_CR_JPY_10Y,2017-01-04,241.7
ALPS_SF_CR_JPY_10Y,2017-01-05,241.76
ALPS_SF_CR_JPY_10Y,2017-01-06,241.71
ALPS_SF_CR_JPY_10Y,2017-01-09,241.81
ALPS_SF_CR_JPY_10Y,2017-01-10,241.85
ALPS_SF_CR_JPY_10Y,2017-01-11,241.78
ALPS_SF_CR_JPY_10Y,2017-01-12,241.77
ALPS_SF_CR_JPY_10Y,2017-01-13,241.65
ALPS_SF_CR_JPY_10Y,2017-01-16,241.61
ALPS_SF_CR_JPY_10Y,2017-01-17,229.68
ALPS_SF_CR_JPY_10Y,2017-01-18,241.69
ALPS_SF_CR_JPY_10Y,2017-01-19,241.85
ALPS_SF_CR_JPY_10Y,2017-01-20,241.69
ALPS_SF_CR_JPY_5Y,2017-01-02,184.6
ALPS_SF_CR_JPY_5Y,2017-01-03,184.59
ALPS_SF_CR_JPY_5Y,2017-01-04,184.57
ALPS_SF_CR_JPY_5Y,2017-01-05,184.63
ALPS_SF_CR_JPY_5Y,2017-01-06,184.61
ALPS_SF_CR_JPY_5Y,2017-01-09,184.64
ALPS_SF_CR_JPY_5Y,2017-01-10,184.65
ALPS_SF_CR_JPY_5Y,2017-01-11,184.63
ALPS_SF_CR_JPY_5Y,2017-01-12,184.63
ALPS_SF_CR_JPY_5Y,2017-01-13,184.59
ALPS_SF_CR_JPY_5Y,2017-01-16,184.58
ALPS_SF_CR_JPY_5Y,2017-01-17,181.15
ALPS_SF_CR_JPY_5Y,2017-01-18,184.6
