cfid,spotdate,spread
ACB_SF_MM_EUR_10Y,2017-01-05,656.4
ACB_SF_MM_EUR_10Y,2017-01-06,656.59
ACB_SF_MM_EUR_10Y,2017-01-09,656.62
ACB_SF_MM_EUR_10Y,2017-01-10,656.62
ACB_SF_MM_EUR_10Y,2017-01-11,656.55
ACB_SF_MM_EUR_10Y,2017-01-12,656.49
ACB_SF_MM_EUR_10Y,2017-01-13,656.62
ACB_SF_MM_EUR_10Y,2017-01-16,656.67
ACB_SF_MM_EUR_10Y,2017-01-17,656.67
ACB_SF_MM_EUR_10Y,2017-01-18,656.83
ACB_SF_MM_EUR_10Y,2017-01-19,657.01
ACB_SF_MM_EUR_10Y,2017-01-20,657.26
ACB_SF_MM_EUR_5Y,2017-01-02,716.29
ACB_SF_MM_EUR_5Y,2017-01-03,716.43
ACB_SF_MM_EUR_5Y,2017-01-04,716.54
ACB_SF_MM_EUR_5Y,2017-01-05,716.66
ACB_SF_MM_EUR_5Y,2017-01-06,716.81
ACB_SF_MM_EUR_5Y,2017-01-09,717.07
ACB_SF_MM_EUR_5Y,2017-01-10,717.14
ACB_SF_MM_EUR_5Y,2017-01-11,717.2
ACB_SF_MM_EUR_5Y,2017-01-12,717.27
ACB_SF_MM_EUR_5Y,2017-01-13,717.4
ACB_SF_MM_EUR_5Y,2017-01-16,717.63
ACB_SF_MM_EUR_5Y,2017-01-17,717.74
ACB_SF_MM_EUR_5Y,2017-01-18,717.89
ACB_SF_MM_EUR_5Y,2017-01-19,718.04
ACB_SF_MM_EUR_5Y,2017-01-20,718.24
ACB_SU_MM_EUR_10Y,2017-01-02,738.58
ACB_SU_MM_EUR_10Y,2017-01-03,738.58
ACB_SU_MM_EUR_10Y,2017-01-04,721.3
ACB_SU_MM_EUR_10Y,2017-01-05,712.44
ACB_SU_MM_EUR_10Y,2017-01-06,712.35
ACB_SU_MM_EUR_10Y,2017-01-09,713.18
ACB_SU_MM_EUR_10Y,2017-01-10,717.11
ACB_SU_MM_EUR_10Y,2017-01-11,718.74
ACB_SU_MM_EUR_10Y,2017-01-12,722.68
ACB_SU_MM_EUR_10Y,2017-01-13,731.31
ACB_SU_MM_EUR_10Y,2017-01-16,720.84
ACB_SU_MM_EUR_10Y,2017-01-17,724.91
ACB_SU_MM_EUR_10Y,2017-01-18,728.07
ACB_SU_MM_EUR_10Y,2017-01-19,724.81
ACB_SU_MM_EUR_10Y,2017-01-20,726.73
ACB_SU_MM_EUR_5Y,2017-01-02,874.37
ACB_SU_MM_EUR_5Y,2017-01-03,874.65
ACB_SU_MM_EUR_5Y,2017-01-04,874.86
ACB_SU_MM_EUR_5Y,2017-01-05,875.09
ACB_SU_MM_EUR_5Y,2017-01-06,875.42
ACB_SU_MM_EUR_5Y,2017-01-09,875.9
ACB_SU_MM_EUR_5Y,2017-01-10,876.05
ACB_SU_MM_EUR_5Y,2017-01-11,876.13
ACB_SU_MM_EUR_5Y,2017-01-12,876.26
ACB_SU_MM_EUR_5Y,2017-01-13,876.53
ACB_SU_MM_EUR_5Y,2017-01-16,877.0
ACB_SU_MM_EUR_5Y,2017-01-17,877.17
ACB_SU_MM_EUR_5Y,2017-01-18,877.52
ACB_SU_MM_EUR_5Y,2017-01-19,877.83
ACB_SU_MM_EUR_5Y,2017-01-20,878.24
ACCP_SF_MM_EUR_10Y,2017-01-02,122.62
ACCP_SF_MM_EUR_10Y,2017-01-03,122.65
ACCP_SF_MM_EUR_10Y,2017-01-04,122.64
ACCP_SF_MM_EUR_10Y,2017-01-05,122.16
ACCP_SF_MM_EUR_10Y,2017-01-06,122.16
ACCP_SF_MM_EUR_10Y,2017-01-09,122.17
ACCP_SF_MM_EUR_10Y,2017-01-10,122.17
ACCP_SF_MM_EUR_10Y,2017-01-11,121.18
ACCP_SF_MM_EUR_10Y,2017-01-12,120.22
ACCP_SF_MM_EUR_10Y,2017-01-13,117.79
ACCP_SF_MM_EUR_10Y,2017-01-16,116.82
ACCP_SF_MM_EUR_10Y,2017-01-17,116.84
ACCP_SF_MM_EUR_10Y,2017-01-18,116.84
ACCP_SF_MM_EUR_10Y,2017-01-19,116.83
ACCP_SF_MM_EUR_10Y,2017-01-20,116.84
ACCP_SF_MM_EUR_5Y,2017-01-02,88.3
ACCP_SF_MM_EUR_5Y,2017-01-03,88.29
ACCP_SF_MM_EUR_5Y,2017-01-04,88.29
ACCP_SF_MM_EUR_5Y,2017-01-05,87.83
ACCP_SF_MM_EUR_5Y,2017-01-06,87.81
ACCP_SF_MM_EUR_5Y,2017-01-09,87.82
ACCP_SF_MM_EUR_5Y,2017-01-10,87.82
ACCP_SF_MM_EUR_5Y,2017-01-11,86.84
ACCP_SF_MM_EUR_5Y,2017-01-12,85.85
ACCP_SF_MM_EUR_5Y,2017-01-13,83.37
ACCP_SF_MM_EUR_5Y,2017-01-16,82.38
ACCP_SF_MM_EUR_5Y,2017-01-17,82.4
ACCP_SF_MM_EUR_5Y,2017-01-18,82.36
ACCP_SF_MM_EUR_5Y,2017-01-19,82.35
ACCP_SF_MM_EUR_5Y,2017-01-20,82.36
ACE_SF_MM_EUR_10Y,2017-01-02,84.38
ACE_SF_MM_EUR_10Y,2017-01-03,84.33
ACE_SF_MM_EUR_10Y,2017-01-04,84.36
ACE_SF_MM_EUR_10Y,2017-01-05,84.39
ACE_SF_MM_EUR_10Y,2017-01-06,84.36
ACE_SF_MM_EUR_10Y,2017-01-09,84.37
ACE_SF_MM_EUR_10Y,2017-01-10,84.37
ACE_SF_MM_EUR_10Y,2017-01-11,84.39
ACE_SF_MM_EUR_10Y,2017-01-12,84.4
ACE_SF_MM_EUR_10Y,2017-01-13,84.36
ACE_SF_MM_EUR_10Y,2017-01-16,84.38
ACE_SF_MM_EUR_10Y,2017-01-17,84.38
ACE_SF_MM_EUR_10Y,2017-01-18,84.32
ACE_SF_MM_EUR_10Y,2017-01-19,84.32
ACE_SF_MM_EUR_10Y,2017-01-20,84.3
ACE_SF_MM_EUR_5Y,2017-01-02,82.44
ACE_SF_MM_EUR_5Y,2017-01-03,82.43
ACE_SF_MM_EUR_5Y,2017-01-04,82.44
ACE_SF_MM_EUR_5Y,2017-01-05,82.46
ACE_SF_MM_EUR_5Y,2017-01-06,82.43
ACE_SF_MM_EUR_5Y,2017-01-09,82.44
ACE_SF_MM_EUR_5Y,2017-01-10,82.44
ACE_SF_MM_EUR_5Y,2017-01-11,82.45
ACE_SF_MM_EUR_5Y,2017-01-12,82.46
ACE_SF_MM_EUR_5Y,2017-01-13,82.44
ACE_SF_MM_EUR_5Y,2017-01-16,82.45
ACE_SF_MM_EUR_5Y,2017-01-17,82.46
ACE_SF_MM_EUR_5Y,2017-01-18,82.42
ACE_SF_MM_EUR_5Y,2017-01-19,82.41
ACE_SF_MM_EUR_5Y,2017-01-20,82.4
ACGL_SF_XR_USD_10Y,2017-01-02,210.67
ACGL_SF_XR_USD_10Y,2017-01-03,210.67
ACGL_SF_XR_USD_10Y,2017-01-04,206.81
ACGL_SF_XR_USD_10Y,2017-01-05,202.29
ACGL_SF_XR_USD_10Y,2017-01-06,203.11
ACGL_SF_XR_USD_10Y,2017-01-09,204.08
ACGL_SF_XR_USD_10Y,2017-01-10,206.07
ACGL_SF_XR_USD_10Y,2017-01-11,207.51
ACGL_SF_XR_USD_10Y,2017-01-12,207.31
ACGL_SF_XR_USD_10Y,2017-01-13,207.92
ACGL_SF_XR_USD_10Y,2017-01-16,207.01
ACGL_SF_XR_USD_10Y,2017-01-17,207.02
ACGL_SF_XR_USD_10Y,2017-01-18,208.12
ACGL_SF_XR_USD_10Y,2017-01-19,206.99
ACGL_SF_XR_USD_10Y,2017-01-20,207.43
ACGL_SF_XR_USD_5Y,2017-01-02,153.64
ACGL_SF_XR_USD_5Y,2017-01-03,153.64
ACGL_SF_XR_USD_5Y,2017-01-04,149.0
ACGL_SF_XR_USD_5Y,2017-01-05,143.78
ACGL_SF_XR_USD_5Y,2017-01-06,144.88
ACGL_SF_XR_USD_5Y,2017-01-09,146.02
ACGL_SF_XR_USD_5Y,2017-01-10,148.29
ACGL_SF_XR_USD_5Y,2017-01-11,149.97
ACGL_SF_XR_USD_5Y,2017-01-12,149.61
ACGL_SF_XR_USD_5Y,2017-01-13,150.42
ACGL_SF_XR_USD_5Y,2017-01-16,149.18
ACGL_SF_XR_USD_5Y,2017-01-17,149.2
ACGL_SF_XR_USD_5Y,2017-01-18,150.59
ACGL_SF_XR_USD_5Y,2017-01-19,149.14
ACGL_SF_XR_USD_5Y,2017-01-20,149.63
ACOM_SF_CR_JPY_10Y,2017-01-02,79.08
ACOM_SF_CR_JPY_10Y,2017-01-03,79.07
ACOM_SF_CR_JPY_10Y,2017-01-04,79.06
ACOM_SF_CR_JPY_10Y,2017-01-05,78.91
ACOM_SF_CR_JPY_10Y,2017-01-06,78.9
ACOM_SF_CR_JPY_10Y,2017-01-09,78.9
ACOM_SF_CR_JPY_10Y,2017-01-10,78.9
ACOM_SF_CR_JPY_10Y,2017-01-11,78.9
ACOM_SF_CR_JPY_10Y,2017-01-12,78.92
ACOM_SF_CR_JPY_10Y,2017-01-13,78.93
ACOM_SF_CR_JPY_10Y,2017-01-16,78.92
ACOM_SF_CR_JPY_10Y,2017-01-17,79.6
ACOM_SF_CR_JPY_10Y,2017-01-18,79.57
ACOM_SF_CR_JPY_10Y,2017-01-19,78.89
ACOM_SF_CR_JPY_10Y,2017-01-20,78.9
ACOM_SF_CR_JPY_5Y,2017-01-02,62.47
ACOM_SF_CR_JPY_5Y,2017-01-03,62.47
ACOM_SF_CR_JPY_5Y,2017-01-04,62.47
ACOM_SF_CR_JPY_5Y,2017-01-05,61.54
ACOM_SF_CR_JPY_5Y,2017-01-06,61.52
ACOM_SF_CR_JPY_5Y,2017-01-09,61.53
ACOM_SF_CR_JPY_5Y,2017-01-10,61.53
ACOM_SF_CR_JPY_5Y,2017-01-11,61.54
ACOM_SF_CR_JPY_5Y,2017-01-12,61.54
ACOM_SF_CR_JPY_5Y,2017-01-13,61.54
ACOM_SF_CR_JPY_5Y,2017-01-16,61.54
ACOM_SF_CR_JPY_5Y,2017-01-17,62.27
ACOM_SF_CR_JPY_5Y,2017-01-18,62.13
ACOM_SF_CR_JPY_5Y,2017-01-19,61.5
ACOM_SF_CR_JPY_5Y,2017-01-20,61.52
AD_SF_MM_EUR_10Y,2017-01-02,88.96
AD_SF_MM_EUR_10Y,2017-01-03,88.95
AD_SF_MM_EUR_10Y,2017-01-04,87.98
AD_SF_MM_EUR_10Y,2017-01-05,88.0
AD_SF_MM_EUR_10Y,2017-01-06,88.47
AD_SF_MM_EUR_10Y,2017-01-09,89.45
AD_SF_MM_EUR_10Y,2017-01-10,91.88
AD_SF_MM_EUR_10Y,2017-01-11,93.82
AD_SF_MM_EUR_10Y,2017-01-12,94.31
AD_SF_MM_EUR_10Y,2017-01-13,94.79
AD_SF_MM_EUR_10Y,2017-01-16,94.79
AD_SF_MM_EUR_10Y,2017-01-17,94.8
AD_SF_MM_EUR_10Y,2017-01-18,94.78
AD_SF_MM_EUR_10Y,2017-01-19,94.77
AD_SF_MM_EUR_10Y,2017-01-20,93.8
AD_SF_MM_EUR_5Y,2017-01-02,51.07
AD_SF_MM_EUR_5Y,2017-01-03,51.04
AD_SF_MM_EUR_5Y,2017-01-04,50.07
AD_SF_MM_EUR_5Y,2017-01-05,50.09
AD_SF_MM_EUR_5Y,2017-01-06,50.57
AD_SF_MM_EUR_5Y,2017-01-09,51.56
AD_SF_MM_EUR_5Y,2017-01-10,54.03
AD_SF_MM_EUR_5Y,2017-01-11,56.01
AD_SF_MM_EUR_5Y,2017-01-12,56.5
AD_SF_MM_EUR_5Y,2017-01-13,56.97
AD_SF_MM_EUR_5Y,2017-01-16,56.98
AD_SF_MM_EUR_5Y,2017-01-17,56.99
AD_SF_MM_EUR_5Y,2017-01-18,56.95
AD_SF_MM_EUR_5Y,2017-01-19,56.94
AD_SF_MM_EUR_5Y,2017-01-20,55.95
AD_SU_MM_EUR_10Y,2017-01-02,133.74
AD_SU_MM_EUR_10Y,2017-01-03,133.71
AD_SU_MM_EUR_10Y,2017-01-04,132.28
AD_SU_MM_EUR_10Y,2017-01-05,132.3
AD_SU_MM_EUR_10Y,2017-01-06,133.73
AD_SU_MM_EUR_10Y,2017-01-09,133.74
AD_SU_MM_EUR_10Y,2017-01-10,139.58
AD_SU_MM_EUR_10Y,2017-01-11,142.5
AD_SU_MM_EUR_10Y,2017-01-12,142.5
AD_SU_MM_EUR_10Y,2017-01-13,142.49
AD_SU_MM_EUR_10Y,2017-01-16,142.49
AD_SU_MM_EUR_10Y,2017-01-17,142.5
AD_SU_MM_EUR_10Y,2017-01-18,142.48
AD_SU_MM_EUR_10Y,2017-01-19,142.47
AD_SU_MM_EUR_10Y,2017-01-20,140.99
AD_SU_MM_EUR_5Y,2017-01-02,76.96
AD_SU_MM_EUR_5Y,2017-01-03,76.92
AD_SU_MM_EUR_5Y,2017-01-04,75.47
AD_SU_MM_EUR_5Y,2017-01-05,75.48
AD_SU_MM_EUR_5Y,2017-01-06,76.94
AD_SU_MM_EUR_5Y,2017-01-09,76.96
AD_SU_MM_EUR_5Y,2017-01-10,82.88
AD_SU_MM_EUR_5Y,2017-01-11,85.86
AD_SU_MM_EUR_5Y,2017-01-12,85.85
AD_SU_MM_EUR_5Y,2017-01-13,85.82
AD_SU_MM_EUR_5Y,2017-01-16,85.84
AD_SU_MM_EUR_5Y,2017-01-17,85.84
AD_SU_MM_EUR_5Y,2017-01-18,85.77
AD_SU_MM_EUR_5Y,2017-01-19,85.76
AD_SU_MM_EUR_5Y,2017-01-20,84.28
ADB_SF_CR_USD_10Y,2017-01-02,55.61
ADB_SF_CR_USD_10Y,2017-01-03,55.61
ADB_SF_CR_USD_10Y,2017-01-04,54.59
ADB_SF_CR_USD_10Y,2017-01-05,53.4
ADB_SF_CR_USD_10Y,2017-01-06,53.61
ADB_SF_CR_USD_10Y,2017-01-09,53.87
ADB_SF_CR_USD_10Y,2017-01-10,54.4
ADB_SF_CR_USD_10Y,2017-01-11,54.78
ADB_SF_CR_USD_10Y,2017-01-12,54.73
ADB_SF_CR_USD_10Y,2017-01-13,54.89
ADB_SF_CR_USD_10Y,2017-01-16,54.65
ADB_SF_CR_USD_10Y,2017-01-17,54.66
ADB_SF_CR_USD_10Y,2017-01-18,54.94
ADB_SF_CR_USD_10Y,2017-01-19,54.63
ADB_SF_CR_USD_10Y,2017-01-20,54.75
ADB_SF_CR_USD_5Y,2017-01-02,38.79
ADB_SF_CR_USD_5Y,2017-01-03,38.79
ADB_SF_CR_USD_5Y,2017-01-04,37.61
ADB_SF_CR_USD_5Y,2017-01-05,36.29
ADB_SF_CR_USD_5Y,2017-01-06,36.56
ADB_SF_CR_USD_5Y,2017-01-09,36.86
ADB_SF_CR_USD_5Y,2017-01-10,37.44
ADB_SF_CR_USD_5Y,2017-01-11,37.86
ADB_SF_CR_USD_5Y,2017-01-12,37.78
ADB_SF_CR_USD_5Y,2017-01-13,37.98
ADB_SF_CR_USD_5Y,2017-01-16,37.66
ADB_SF_CR_USD_5Y,2017-01-17,37.68
ADB_SF_CR_USD_5Y,2017-01-18,38.01
ADB_SF_CR_USD_5Y,2017-01-19,37.64
ADB_SF_CR_USD_5Y,2017-01-20,37.76
ADBE_SF_XR_USD_10Y,2017-01-02,141.83
ADBE_SF_XR_USD_10Y,2017-01-03,141.83
ADBE_SF_XR_USD_10Y,2017-01-04,137.55
ADBE_SF_XR_USD_10Y,2017-01-05,132.73
ADBE_SF_XR_USD_10Y,2017-01-06,133.76
ADBE_SF_XR_USD_10Y,2017-01-09,134.81
ADBE_SF_XR_USD_10Y,2017-01-10,136.9
ADBE_SF_XR_USD_10Y,2017-01-11,138.45
ADBE_SF_XR_USD_10Y,2017-01-12,138.12
ADBE_SF_XR_USD_10Y,2017-01-13,138.86
ADBE_SF_XR_USD_10Y,2017-01-16,137.72
ADBE_SF_XR_USD_10Y,2017-01-17,137.73
ADBE_SF_XR_USD_10Y,2017-01-18,139.02
ADBE_SF_XR_USD_10Y,2017-01-19,137.69
ADBE_SF_XR_USD_10Y,2017-01-20,138.13
ADBE_SF_XR_USD_5Y,2017-01-02,80.46
ADBE_SF_XR_USD_5Y,2017-01-03,80.46
ADBE_SF_XR_USD_5Y,2017-01-04,78.02
ADBE_SF_XR_USD_5Y,2017-01-05,75.29
ADBE_SF_XR_USD_5Y,2017-01-06,75.86
ADBE_SF_XR_USD_5Y,2017-01-09,76.46
ADBE_SF_XR_USD_5Y,2017-01-10,77.66
ADBE_SF_XR_USD_5Y,2017-01-11,78.54
ADBE_SF_XR_USD_5Y,2017-01-12,78.35
ADBE_SF_XR_USD_5Y,2017-01-13,78.77
ADBE_SF_XR_USD_5Y,2017-01-16,78.12
ADBE_SF_XR_USD_5Y,2017-01-17,78.14
ADBE_SF_XR_USD_5Y,2017-01-18,78.86
ADBE_SF_XR_USD_5Y,2017-01-19,78.09
ADBE_SF_XR_USD_5Y,2017-01-20,78.35
ADCB_SF_CR_USD_10Y,2017-01-02,128.66
ADCB_SF_CR_USD_10Y,2017-01-03,128.7
ADCB_SF_CR_USD_10Y,2017-01-04,126.35
ADCB_SF_CR_USD_10Y,2017-01-05,124.88
ADCB_SF_CR_USD_10Y,2017-01-06,123.5
ADCB_SF_CR_USD_10Y,2017-01-09,124.43
ADCB_SF_CR_USD_10Y,2017-01-10,124.45
ADCB_SF_CR_USD_10Y,2017-01-11,124.43
ADCB_SF_CR_USD_10Y,2017-01-12,124.01
ADCB_SF_CR_USD_10Y,2017-01-13,123.94
ADCB_SF_CR_USD_10Y,2017-01-16,123.99
ADCB_SF_CR_USD_10Y,2017-01-17,124.02
ADCB_SF_CR_USD_10Y,2017-01-18,123.97
ADCB_SF_CR_USD_10Y,2017-01-19,123.89
ADCB_SF_CR_USD_10Y,2017-01-20,123.97
ADCB_SF_CR_USD_5Y,2017-01-02,100.27
ADCB_SF_CR_USD_5Y,2017-01-03,100.27
ADCB_SF_CR_USD_5Y,2017-01-04,97.91
ADCB_SF_CR_USD_5Y,2017-01-05,96.51
ADCB_SF_CR_USD_5Y,2017-01-06,95.03
ADCB_SF_CR_USD_5Y,2017-01-09,96.02
ADCB_SF_CR_USD_5Y,2017-01-10,96.03
ADCB_SF_CR_USD_5Y,2017-01-11,96.01
ADCB_SF_CR_USD_5Y,2017-01-12,95.58
ADCB_SF_CR_USD_5Y,2017-01-13,95.51
ADCB_SF_CR_USD_5Y,2017-01-16,95.54
ADCB_SF_CR_USD_5Y,2017-01-17,95.6
ADCB_SF_CR_USD_5Y,2017-01-18,95.53
ADCB_SF_CR_USD_5Y,2017-01-19,95.48
ADCB_SF_CR_USD_5Y,2017-01-20,95.54
ADCB_SU_CR_USD_10Y,2017-01-02,184.14
ADCB_SU_CR_USD_10Y,2017-01-03,184.14
ADCB_SU_CR_USD_10Y,2017-01-04,183.63
ADCB_SU_CR_USD_10Y,2017-01-05,179.62
ADCB_SU_CR_USD_10Y,2017-01-06,180.34
ADCB_SU_CR_USD_10Y,2017-01-09,181.21
ADCB_SU_CR_USD_10Y,2017-01-10,182.97
ADCB_SU_CR_USD_10Y,2017-01-11,184.25
ADCB_SU_CR_USD_10Y,2017-01-12,184.08
ADCB_SU_CR_USD_10Y,2017-01-13,184.61
ADCB_SU_CR_USD_10Y,2017-01-16,183.8
ADCB_SU_CR_USD_10Y,2017-01-17,183.81
ADCB_SU_CR_USD_10Y,2017-01-18,184.79
ADCB_SU_CR_USD_10Y,2017-01-19,183.79
ADCB_SU_CR_USD_10Y,2017-01-20,184.18
ADCB_SU_CR_USD_5Y,2017-01-02,155.15
ADCB_SU_CR_USD_5Y,2017-01-03,155.15
ADCB_SU_CR_USD_5Y,2017-01-04,148.1
ADCB_SU_CR_USD_5Y,2017-01-05,142.91
ADCB_SU_CR_USD_5Y,2017-01-06,144.01
ADCB_SU_CR_USD_5Y,2017-01-09,145.14
ADCB_SU_CR_USD_5Y,2017-01-10,147.4
ADCB_SU_CR_USD_5Y,2017-01-11,149.06
ADCB_SU_CR_USD_5Y,2017-01-12,148.71
ADCB_SU_CR_USD_5Y,2017-01-13,149.52
ADCB_SU_CR_USD_5Y,2017-01-16,148.28
ADCB_SU_CR_USD_5Y,2017-01-17,148.3
ADCB_SU_CR_USD_5Y,2017-01-18,149.68
ADCB_SU_CR_USD_5Y,2017-01-19,148.24
ADCB_SU_CR_USD_5Y,2017-01-20,148.73
ADEN_SF_MM_EUR_10Y,2017-01-02,96.53
ADEN_SF_MM_EUR_10Y,2017-01-03,96.53
ADEN_SF_MM_EUR_10Y,2017-01-04,96.52
ADEN_SF_MM_EUR_10Y,2017-01-05,96.54
ADEN_SF_MM_EUR_10Y,2017-01-06,94.58
ADEN_SF_MM_EUR_10Y,2017-01-09,94.6
ADEN_SF_MM_EUR_10Y,2017-01-10,94.6
ADEN_SF_MM_EUR_10Y,2017-01-11,93.63
ADEN_SF_MM_EUR_10Y,2017-01-12,93.63
ADEN_SF_MM_EUR_10Y,2017-01-13,93.62
ADEN_SF_MM_EUR_10Y,2017-01-16,93.63
ADEN_SF_MM_EUR_10Y,2017-01-17,93.63
ADEN_SF_MM_EUR_10Y,2017-01-18,93.61
ADEN_SF_MM_EUR_10Y,2017-01-19,93.6
ADEN_SF_MM_EUR_10Y,2017-01-20,93.6
ADEN_SF_MM_EUR_5Y,2017-01-02,62.82
ADEN_SF_MM_EUR_5Y,2017-01-03,62.79
ADEN_SF_MM_EUR_5Y,2017-01-04,62.8
ADEN_SF_MM_EUR_5Y,2017-01-05,62.83
ADEN_SF_MM_EUR_5Y,2017-01-06,60.83
ADEN_SF_MM_EUR_5Y,2017-01-09,60.85
ADEN_SF_MM_EUR_5Y,2017-01-10,60.84
ADEN_SF_MM_EUR_5Y,2017-01-11,59.87
ADEN_SF_MM_EUR_5Y,2017-01-12,59.87
ADEN_SF_MM_EUR_5Y,2017-01-13,59.85
ADEN_SF_MM_EUR_5Y,2017-01-16,59.86
ADEN_SF_MM_EUR_5Y,2017-01-17,59.87
ADEN_SF_MM_EUR_5Y,2017-01-18,59.81
ADEN_SF_MM_EUR_5Y,2017-01-19,59.8
ADEN_SF_MM_EUR_5Y,2017-01-20,59.81
ADGHGD_SF_MM_EUR_10Y,2017-01-02,439.58
ADGHGD_SF_MM_EUR_10Y,2017-01-03,432.12
ADGHGD_SF_MM_EUR_10Y,2017-01-04,426.03
ADGHGD_SF_MM_EUR_10Y,2017-01-05,426.05
ADGHGD_SF_MM_EUR_10Y,2017-01-06,432.64
ADGHGD_SF_MM_EUR_10Y,2017-01-09,433.58
ADGHGD_SF_MM_EUR_10Y,2017-01-10,442.08
ADGHGD_SF_MM_EUR_10Y,2017-01-11,441.16
ADGHGD_SF_MM_EUR_10Y,2017-01-12,440.69
ADGHGD_SF_MM_EUR_10Y,2017-01-13,439.06
ADGHGD_SF_MM_EUR_10Y,2017-01-16,438.4
ADGHGD_SF_MM_EUR_10Y,2017-01-17,438.4
ADGHGD_SF_MM_EUR_10Y,2017-01-18,435.02
ADGHGD_SF_MM_EUR_10Y,2017-01-19,435.99
ADGHGD_SF_MM_EUR_10Y,2017-01-20,429.36
ADGHGD_SF_MM_EUR_5Y,2017-01-02,315.76
ADGHGD_SF_MM_EUR_5Y,2017-01-03,308.06
ADGHGD_SF_MM_EUR_5Y,2017-01-04,301.79
ADGHGD_SF_MM_EUR_5Y,2017-01-05,301.81
ADGHGD_SF_MM_EUR_5Y,2017-01-06,308.12
ADGHGD_SF_MM_EUR_5Y,2017-01-09,309.06
ADGHGD_SF_MM_EUR_5Y,2017-01-10,317.78
ADGHGD_SF_MM_EUR_5Y,2017-01-11,316.83
ADGHGD_SF_MM_EUR_5Y,2017-01-12,315.38
ADGHGD_SF_MM_EUR_5Y,2017-01-13,309.84
ADGHGD_SF_MM_EUR_5Y,2017-01-16,307.68
ADGHGD_SF_MM_EUR_5Y,2017-01-17,308.22
ADGHGD_SF_MM_EUR_5Y,2017-01-18,304.76
ADGHGD_SF_MM_EUR_5Y,2017-01-19,302.85
ADGHGD_SF_MM_EUR_5Y,2017-01-20,296.05
ADGOV_SF_CR_USD_10Y,2017-01-02,98.83
ADGOV_SF_CR_USD_10Y,2017-01-03,98.85
ADGOV_SF_CR_USD_10Y,2017-01-04,96.41
ADGOV_SF_CR_USD_10Y,2017-01-05,94.93
ADGOV_SF_CR_USD_10Y,2017-01-06,93.45
ADGOV_SF_CR_USD_10Y,2017-01-09,94.45
ADGOV_SF_CR_USD_10Y,2017-01-10,94.46
ADGOV_SF_CR_USD_10Y,2017-01-11,94.45
ADGOV_SF_CR_USD_10Y,2017-01-12,93.99
ADGOV_SF_CR_USD_10Y,2017-01-13,93.94
ADGOV_SF_CR_USD_10Y,2017-01-16,93.96
ADGOV_SF_CR_USD_10Y,2017-01-17,94.0
ADGOV_SF_CR_USD_10Y,2017-01-18,93.96
ADGOV_SF_CR_USD_10Y,2017-01-19,93.91
ADGOV_SF_CR_USD_10Y,2017-01-20,93.95
ADGOV_SF_CR_USD_5Y,2017-01-02,66.77
ADGOV_SF_CR_USD_5Y,2017-01-03,66.76
ADGOV_SF_CR_USD_5Y,2017-01-04,64.3
ADGOV_SF_CR_USD_5Y,2017-01-05,62.87
ADGOV_SF_CR_USD_5Y,2017-01-06,61.31
ADGOV_SF_CR_USD_5Y,2017-01-09,62.35
ADGOV_SF_CR_USD_5Y,2017-01-10,62.35
ADGOV_SF_CR_USD_5Y,2017-01-11,62.34
ADGOV_SF_CR_USD_5Y,2017-01-12,61.88
ADGOV_SF_CR_USD_5Y,2017-01-13,61.83
ADGOV_SF_CR_USD_5Y,2017-01-16,61.85
ADGOV_SF_CR_USD_5Y,2017-01-17,61.9
ADGOV_SF_CR_USD_5Y,2017-01-18,61.83
ADGOV_SF_CR_USD_5Y,2017-01-19,61.81
ADGOV_SF_CR_USD_5Y,2017-01-20,61.84
ADI_SF_XR_USD_10Y,2017-01-02,70.75
ADI_SF_XR_USD_10Y,2017-01-03,70.75
ADI_SF_XR_USD_10Y,2017-01-04,69.45
ADI_SF_XR_USD_10Y,2017-01-05,69.44
ADI_SF_XR_USD_10Y,2017-01-06,69.44
ADI_SF_XR_USD_10Y,2017-01-09,69.48
ADI_SF_XR_USD_10Y,2017-01-10,69.46
ADI_SF_XR_USD_10Y,2017-01-11,69.44
ADI_SF_XR_USD_10Y,2017-01-12,69.57
ADI_SF_XR_USD_10Y,2017-01-13,69.49
ADI_SF_XR_USD_10Y,2017-01-16,69.5
ADI_SF_XR_USD_10Y,2017-01-17,69.6
ADI_SF_XR_USD_10Y,2017-01-18,69.46
ADI_SF_XR_USD_10Y,2017-01-19,69.45
ADI_SF_XR_USD_10Y,2017-01-20,69.41
ADI_SF_XR_USD_5Y,2017-01-02,69.58
ADI_SF_XR_USD_5Y,2017-01-03,69.58
ADI_SF_XR_USD_5Y,2017-01-04,67.47
ADI_SF_XR_USD_5Y,2017-01-05,67.49
ADI_SF_XR_USD_5Y,2017-01-06,67.47
ADI_SF_XR_USD_5Y,2017-01-09,67.49
ADI_SF_XR_USD_5Y,2017-01-10,67.49
ADI_SF_XR_USD_5Y,2017-01-11,67.49
ADI_SF_XR_USD_5Y,2017-01-12,67.54
ADI_SF_XR_USD_5Y,2017-01-13,67.51
ADI_SF_XR_USD_5Y,2017-01-16,67.51
ADI_SF_XR_USD_5Y,2017-01-17,67.56
ADI_SF_XR_USD_5Y,2017-01-18,67.48
ADI_SF_XR_USD_5Y,2017-01-19,67.47
ADI_SF_XR_USD_5Y,2017-01-20,67.48
ADI_SU_XR_USD_10Y,2017-01-02,98.38
ADI_SU_XR_USD_10Y,2017-01-03,98.38
